"Plot Title: field"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 2252215, SEN S/N: 2226787)","Water Content, m³/m³ (LGR S/N: 2252215, SEN S/N: 2241185)","Voltage, V (LGR S/N: 2252215, SEN S/N: 2241274)","Current, mA (LGR S/N: 2252215, SEN S/N: 2241274)","Batt, V (LGR S/N: 2252215)"
1,06/26/15 12:00:00,18.985,0.0686,-0.1988,0.0000,4.080
2,06/26/15 13:00:00,19.151,0.0671,-0.1988,0.0000,4.092
3,06/26/15 14:00:00,19.413,0.0678,-0.1988,0.0000,4.092
4,06/26/15 15:00:00,19.627,0.0628,-0.1988,0.0000,4.092
5,06/26/15 16:00:00,19.746,0.0613,-0.1988,0.0000,4.092
6,06/26/15 17:00:00,19.698,0.0598,-0.1988,0.0000,4.092
7,06/26/15 18:00:00,19.579,0.0591,-0.1988,0.0000,4.092
8,06/26/15 19:00:00,19.389,0.0591,-0.1988,0.0000,4.092
9,06/26/15 20:00:00,19.103,0.0591,-0.1988,0.0000,4.092
10,06/26/15 21:00:00,18.675,0.0591,-0.1988,0.0000,4.092
11,06/26/15 22:00:00,18.224,0.0598,-0.1988,0.0000,4.092
12,06/26/15 23:00:00,17.867,0.0598,-0.1988,0.0000,4.092
13,06/27/15 00:00:00,17.582,0.0598,-0.1988,0.0000,4.092
14,06/27/15 01:00:00,17.344,0.0598,-0.1988,0.0000,4.092
15,06/27/15 02:00:00,17.153,0.0598,-0.1988,0.0000,4.092
16,06/27/15 03:00:00,16.987,0.0606,-0.1988,0.0000,4.092
17,06/27/15 04:00:00,16.820,0.0606,-0.1988,0.0000,4.092
18,06/27/15 05:00:00,16.677,0.0606,-0.1988,0.0000,4.092
19,06/27/15 06:00:00,16.582,0.0606,-0.1988,0.0000,4.092
20,06/27/15 07:00:00,16.582,0.0606,-0.1988,0.0000,4.092
21,06/27/15 08:00:00,16.654,0.0598,-0.1988,0.0000,4.092
22,06/27/15 09:00:00,16.701,0.0598,-0.1988,0.0000,4.092
23,06/27/15 10:00:00,16.820,0.0584,-0.1988,0.0000,4.092
24,06/27/15 11:00:00,16.939,0.0649,-0.1988,0.0000,4.092
25,06/27/15 12:00:00,16.915,0.0671,-0.1988,0.0000,4.092
26,06/27/15 13:00:00,16.820,0.0678,-0.1988,0.0000,4.092
27,06/27/15 14:00:00,16.654,0.0729,-0.1988,0.0000,4.092
28,06/27/15 15:00:00,16.582,0.0933,-0.1988,0.0000,4.092
29,06/27/15 16:00:00,16.558,0.1601,-0.1988,0.0000,4.092
30,06/27/15 17:00:00,16.487,0.1928,-0.1988,0.0000,4.092
31,06/27/15 18:00:00,16.439,0.2066,-0.1988,0.0000,4.092
32,06/27/15 19:00:00,16.392,0.2116,-0.1988,0.0000,4.092
33,06/27/15 20:00:00,16.320,0.2211,-0.1988,0.0000,4.092
34,06/27/15 21:00:00,16.201,0.2363,-0.1988,0.0000,4.092
35,06/27/15 22:00:00,16.010,0.2313,-0.1988,0.0000,4.092
36,06/27/15 23:00:00,15.915,0.2291,-0.1988,0.0000,4.092
37,06/28/15 00:00:00,15.819,0.2269,-0.1988,0.0000,4.092
38,06/28/15 01:00:00,15.724,0.2371,-0.1988,0.0000,4.092
39,06/28/15 02:00:00,15.557,0.2305,-0.1988,0.0000,4.092
40,06/28/15 03:00:00,15.461,0.2291,-0.1988,0.0000,4.122
41,06/28/15 04:00:00,15.366,0.2320,-0.1988,0.0000,4.092
42,06/28/15 05:00:00,15.270,0.2385,-0.1988,0.0000,4.092
43,06/28/15 06:00:00,15.127,0.2443,-0.1988,0.0000,4.092
44,06/28/15 07:00:00,15.008,0.2407,-0.1988,0.0000,4.086
45,06/28/15 08:00:00,14.960,0.2371,-0.1988,0.0000,4.086
46,06/28/15 09:00:00,14.984,0.2313,-0.1988,0.0000,4.086
47,06/28/15 10:00:00,15.055,0.2276,-0.1988,0.0000,4.086
48,06/28/15 11:00:00,15.199,0.2269,-0.1988,0.0000,4.110
49,06/28/15 12:00:00,15.366,0.2254,-0.1988,0.0000,4.086
50,06/28/15 13:00:00,15.485,0.2233,-0.1988,0.0000,4.086
51,06/28/15 14:00:00,15.581,0.2218,-0.1988,0.0000,4.092
52,06/28/15 15:00:00,15.629,0.2276,-0.1988,0.0000,4.086
53,06/28/15 16:00:00,15.652,0.2284,-0.1988,0.0000,4.086
54,06/28/15 17:00:00,15.700,0.2276,-0.1988,0.0000,4.086
55,06/28/15 18:00:00,15.819,0.2254,-0.1988,0.0000,4.086
56,06/28/15 19:00:00,15.915,0.2233,-0.1988,0.0000,4.092
57,06/28/15 20:00:00,15.963,0.2218,-0.1988,0.0000,4.092
58,06/28/15 21:00:00,15.963,0.2204,-0.1988,0.0000,4.092
59,06/28/15 22:00:00,15.939,0.2189,-0.1988,0.0000,4.092
60,06/28/15 23:00:00,15.891,0.2175,-0.1988,0.0000,4.092
61,06/29/15 00:00:00,15.796,0.2160,-0.1988,0.0000,4.086
62,06/29/15 01:00:00,15.700,0.2153,-0.1988,0.0000,4.086
63,06/29/15 02:00:00,15.652,0.2146,-0.1988,0.0000,4.086
64,06/29/15 03:00:00,15.629,0.2138,-0.1988,0.0000,4.086
65,06/29/15 04:00:00,15.605,0.2138,-0.1988,0.0000,4.086
66,06/29/15 05:00:00,15.557,0.2131,-0.1988,0.0000,4.092
67,06/29/15 06:00:00,15.509,0.2131,-0.1988,0.0000,4.086
68,06/29/15 07:00:00,15.461,0.2131,-0.1988,0.0000,4.080
69,06/29/15 08:00:00,15.533,0.2116,-0.1988,0.0000,4.080
70,06/29/15 09:00:00,15.772,0.2087,-0.1988,0.0000,4.080
71,06/29/15 10:00:00,16.153,0.2080,-0.1988,0.0000,4.080
72,06/29/15 11:00:00,16.415,0.2066,-0.1988,0.0000,4.080
73,06/29/15 12:00:00,16.749,0.2044,-0.1988,0.0000,4.086
74,06/29/15 13:00:00,17.177,0.2029,-0.1988,0.0000,4.086
75,06/29/15 14:00:00,17.558,0.2008,-0.1988,0.0000,4.092
76,06/29/15 15:00:00,17.938,0.1986,-0.1988,0.0000,4.092
77,06/29/15 16:00:00,18.247,0.1971,-0.1988,0.0000,4.092
78,06/29/15 17:00:00,18.461,0.1964,-0.1988,0.0000,4.092
79,06/29/15 18:00:00,18.533,0.1949,-0.1988,0.0000,4.092
80,06/29/15 19:00:00,18.414,0.1957,-0.1988,0.0000,4.092
81,06/29/15 20:00:00,18.200,0.1957,-0.1988,0.0000,4.092
82,06/29/15 21:00:00,17.843,0.1964,-0.1988,0.0000,4.092
83,06/29/15 22:00:00,17.486,0.1964,-0.1988,0.0000,4.092
84,06/29/15 23:00:00,17.130,0.1964,-0.1988,0.0000,4.092
85,06/30/15 00:00:00,16.820,0.1971,-0.1988,0.0000,4.092
86,06/30/15 01:00:00,16.558,0.1971,-0.1988,0.0000,4.092
87,06/30/15 02:00:00,16.320,0.1971,-0.1988,0.0000,4.104
88,06/30/15 03:00:00,16.153,0.1971,-0.1988,0.0000,4.092
89,06/30/15 04:00:00,16.058,0.1978,-0.1988,0.0000,4.092
90,06/30/15 05:00:00,16.034,0.1978,-0.1988,0.0000,4.086
91,06/30/15 06:00:00,16.082,0.1993,-0.1988,0.0000,4.086
92,06/30/15 07:00:00,16.129,0.1993,-0.1988,0.0000,4.086
93,06/30/15 08:00:00,16.225,0.1986,-0.1988,0.0000,4.086
94,06/30/15 09:00:00,16.415,0.1964,-0.1988,0.0000,4.098
95,06/30/15 10:00:00,16.701,0.1957,-0.1988,0.0000,4.086
96,06/30/15 11:00:00,16.892,0.1949,-0.1988,0.0000,4.086
97,06/30/15 12:00:00,17.034,0.1949,-0.1988,0.0000,4.092
98,06/30/15 13:00:00,17.130,0.1942,-0.1988,0.0000,4.092
99,06/30/15 14:00:00,17.153,0.1942,-0.1988,0.0000,4.092
100,06/30/15 15:00:00,17.130,0.1949,-0.1988,0.0000,4.092
101,06/30/15 16:00:00,17.130,0.1942,-0.1988,0.0000,4.086
102,06/30/15 17:00:00,17.225,0.1942,-0.1988,0.0000,4.086
103,06/30/15 18:00:00,17.272,0.1942,-0.1988,0.0000,4.092
104,06/30/15 19:00:00,17.296,0.1942,-0.1988,0.0000,4.092
105,06/30/15 20:00:00,17.249,0.1942,-0.1988,0.0000,4.086
106,06/30/15 21:00:00,17.130,0.1942,-0.1988,0.0000,4.092
107,06/30/15 22:00:00,17.011,0.1942,-0.1988,0.0000,4.092
108,06/30/15 23:00:00,16.915,0.1949,-0.1988,0.0000,4.086
109,07/01/15 00:00:00,16.844,0.1949,-0.1988,0.0000,4.086
110,07/01/15 01:00:00,16.820,0.1949,-0.1988,0.0000,4.086
111,07/01/15 02:00:00,16.773,0.1949,-0.1988,0.0000,4.086
112,07/01/15 03:00:00,16.749,0.1949,-0.1988,0.0000,4.086
113,07/01/15 04:00:00,16.749,0.1957,-0.1988,0.0000,4.086
114,07/01/15 05:00:00,16.701,0.1971,-0.1988,0.0000,4.086
115,07/01/15 06:00:00,16.606,0.1971,-0.1988,0.0000,4.086
116,07/01/15 07:00:00,16.606,0.1971,-0.1988,0.0000,4.086
117,07/01/15 08:00:00,16.725,0.1964,-0.1988,0.0000,4.080
118,07/01/15 09:00:00,16.939,0.1957,-0.1988,0.0000,4.080
119,07/01/15 10:00:00,17.296,0.1942,-0.1988,0.0000,4.080
120,07/01/15 11:00:00,17.629,0.1928,-0.1988,0.0000,4.080
121,07/01/15 12:00:00,17.986,0.1913,-0.1988,0.0000,4.080
122,07/01/15 13:00:00,18.366,0.1906,-0.1988,0.0000,4.086
123,07/01/15 14:00:00,18.675,0.1891,-0.1988,0.0000,4.080
124,07/01/15 15:00:00,18.961,0.1870,-0.1988,0.0000,4.092
125,07/01/15 16:00:00,19.151,0.1855,-0.1988,0.0000,4.092
126,07/01/15 17:00:00,19.199,0.1840,-0.1988,0.0000,4.092
127,07/01/15 18:00:00,19.127,0.1833,-0.1988,0.0000,4.092
128,07/01/15 19:00:00,18.985,0.1833,-0.1988,0.0000,4.092
129,07/01/15 20:00:00,18.771,0.1840,-0.1988,0.0000,4.092
130,07/01/15 21:00:00,18.461,0.1840,-0.1988,0.0000,4.092
131,07/01/15 22:00:00,18.129,0.1848,-0.1988,0.0000,4.092
132,07/01/15 23:00:00,17.796,0.1848,-0.1988,0.0000,4.092
133,07/02/15 00:00:00,17.534,0.1848,-0.1988,0.0000,4.086
134,07/02/15 01:00:00,17.296,0.1855,-0.1988,0.0000,4.086
135,07/02/15 02:00:00,17.153,0.1855,-0.1988,0.0000,4.080
136,07/02/15 03:00:00,17.082,0.1855,-0.1988,0.0000,4.086
137,07/02/15 04:00:00,17.011,0.1855,-0.1988,0.0000,4.098
138,07/02/15 05:00:00,16.892,0.1862,-0.1988,0.0000,4.086
139,07/02/15 06:00:00,16.701,0.1862,-0.1988,0.0000,4.080
140,07/02/15 07:00:00,16.511,0.1862,-0.1988,0.0000,4.080
141,07/02/15 08:00:00,16.582,0.1862,-0.1988,0.0000,4.080
142,07/02/15 09:00:00,16.915,0.1840,-0.1988,0.0000,4.080
143,07/02/15 10:00:00,17.296,0.1819,-0.1988,0.0000,4.080
144,07/02/15 11:00:00,17.486,0.1811,-0.1988,0.0000,4.080
145,07/02/15 12:00:00,17.772,0.1797,-0.1988,0.0000,4.080
146,07/02/15 13:00:00,18.152,0.1768,-0.1988,0.0000,4.080
147,07/02/15 14:00:00,18.461,0.1746,-0.1988,0.0000,4.080
148,07/02/15 15:00:00,18.675,0.1717,-0.1988,0.0000,4.080
149,07/02/15 16:00:00,18.771,0.1702,-0.1988,0.0000,4.086
150,07/02/15 17:00:00,18.818,0.1688,-0.1988,0.0000,4.092
151,07/02/15 18:00:00,18.747,0.1681,-0.1988,0.0000,4.092
152,07/02/15 19:00:00,18.580,0.1673,-0.1988,0.0000,4.092
153,07/02/15 20:00:00,18.271,0.1681,-0.1988,0.0000,4.092
154,07/02/15 21:00:00,17.843,0.1681,-0.1988,0.0000,4.092
155,07/02/15 22:00:00,17.344,0.1681,-0.1988,0.0000,4.092
156,07/02/15 23:00:00,16.844,0.1688,-0.1988,0.0000,4.086
157,07/03/15 00:00:00,16.439,0.1688,-0.1988,0.0000,4.092
158,07/03/15 01:00:00,16.082,0.1695,-0.1988,0.0000,4.086
159,07/03/15 02:00:00,15.748,0.1695,-0.1988,0.0000,4.086
160,07/03/15 03:00:00,15.509,0.1702,-0.1988,0.0000,4.086
161,07/03/15 04:00:00,15.294,0.1702,-0.1988,0.0000,4.080
162,07/03/15 05:00:00,15.055,0.1710,-0.1988,0.0000,4.080
163,07/03/15 06:00:00,14.816,0.1710,-0.1988,0.0000,4.080
164,07/03/15 07:00:00,14.697,0.1717,-0.1988,0.0000,4.074
165,07/03/15 08:00:00,14.888,0.1717,-0.1988,0.0000,4.074
166,07/03/15 09:00:00,15.366,0.1695,-0.1988,0.0000,4.074
167,07/03/15 10:00:00,15.939,0.1673,-0.1988,0.0000,4.080
168,07/03/15 11:00:00,16.320,0.1659,-0.1988,0.0000,4.080
169,07/03/15 12:00:00,16.796,0.1630,-0.1988,0.0000,4.080
170,07/03/15 13:00:00,17.249,0.1601,-0.1988,0.0000,4.080
171,07/03/15 14:00:00,17.605,0.1572,-0.1988,0.0000,4.080
172,07/03/15 15:00:00,17.891,0.1543,-0.1988,0.0000,4.086
173,07/03/15 16:00:00,18.033,0.1521,-0.1988,0.0000,4.086
174,07/03/15 17:00:00,18.081,0.1499,-0.1988,0.0000,4.086
175,07/03/15 18:00:00,18.033,0.1499,-0.1988,0.0000,4.092
176,07/03/15 19:00:00,17.867,0.1492,-0.1988,0.0000,4.092
177,07/03/15 20:00:00,17.629,0.1499,-0.1988,0.0000,4.092
178,07/03/15 21:00:00,17.296,0.1499,-0.1988,0.0000,4.086
179,07/03/15 22:00:00,16.939,0.1506,-0.1988,0.0000,4.086
180,07/03/15 23:00:00,16.582,0.1514,-0.1988,0.0000,4.086
181,07/04/15 00:00:00,16.272,0.1514,-0.1988,0.0000,4.080
182,07/04/15 01:00:00,16.058,0.1521,-0.1988,0.0000,4.080
183,07/04/15 02:00:00,15.796,0.1528,-0.1988,0.0000,4.080
184,07/04/15 03:00:00,15.509,0.1528,-0.1988,0.0000,4.080
185,07/04/15 04:00:00,15.247,0.1535,-0.1988,0.0000,4.080
186,07/04/15 05:00:00,15.008,0.1543,-0.1988,0.0000,4.080
187,07/04/15 06:00:00,14.816,0.1543,-0.1988,0.0000,4.080
188,07/04/15 07:00:00,14.745,0.1543,-0.1988,0.0000,4.074
189,07/04/15 08:00:00,14.984,0.1543,-0.1988,0.0000,4.074
190,07/04/15 09:00:00,15.509,0.1528,-0.1988,0.0000,4.074
191,07/04/15 10:00:00,16.082,0.1499,-0.1988,0.0000,4.080
192,07/04/15 11:00:00,16.534,0.1477,-0.1988,0.0000,4.080
193,07/04/15 12:00:00,17.058,0.1441,-0.1988,0.0000,4.080
194,07/04/15 13:00:00,17.605,0.1405,-0.1988,0.0000,4.080
195,07/04/15 14:00:00,17.986,0.1368,-0.1988,0.0000,4.080
196,07/04/15 15:00:00,18.271,0.1339,-0.1988,0.0000,4.092
197,07/04/15 16:00:00,18.533,0.1303,-0.1988,0.0000,4.080
198,07/04/15 17:00:00,18.699,0.1274,-0.1988,0.0000,4.092
199,07/04/15 18:00:00,18.675,0.1274,-0.1988,0.0000,4.092
200,07/04/15 19:00:00,18.557,0.1267,-0.1988,0.0000,4.092
201,07/04/15 20:00:00,18.343,0.1274,-0.1988,0.0000,4.086
202,07/04/15 21:00:00,18.033,0.1274,-0.1988,0.0000,4.086
203,07/04/15 22:00:00,17.701,0.1281,-0.1988,0.0000,4.086
204,07/04/15 23:00:00,17.415,0.1288,-0.1988,0.0000,4.086
205,07/05/15 00:00:00,17.130,0.1296,-0.1988,0.0000,4.080
206,07/05/15 01:00:00,16.868,0.1303,-0.1988,0.0000,4.080
207,07/05/15 02:00:00,16.630,0.1303,-0.1988,0.0000,4.080
208,07/05/15 03:00:00,16.392,0.1310,-0.1988,0.0000,4.080
209,07/05/15 04:00:00,16.153,0.1318,-0.1988,0.0000,4.080
210,07/05/15 05:00:00,15.986,0.1318,-0.1988,0.0000,4.080
211,07/05/15 06:00:00,15.939,0.1325,-0.1988,0.0000,4.080
212,07/05/15 07:00:00,15.986,0.1318,-0.1988,0.0000,4.080
213,07/05/15 08:00:00,16.225,0.1318,-0.1988,0.0000,4.080
214,07/05/15 09:00:00,16.630,0.1303,-0.1988,0.0000,4.074
215,07/05/15 10:00:00,17.153,0.1281,-0.1988,0.0000,4.080
216,07/05/15 11:00:00,17.582,0.1252,-0.1988,0.0000,4.080
217,07/05/15 12:00:00,18.129,0.1223,-0.1988,0.0000,4.080
218,07/05/15 13:00:00,18.675,0.1187,-0.1988,0.0000,4.080
219,07/05/15 14:00:00,19.056,0.1165,-0.1988,0.0000,4.080
220,07/05/15 15:00:00,19.318,0.1143,-0.1988,0.0000,4.080
221,07/05/15 16:00:00,19.484,0.1121,-0.1988,0.0000,4.080
222,07/05/15 17:00:00,19.579,0.1114,-0.1988,0.0000,4.080
223,07/05/15 18:00:00,19.627,0.1100,-0.1988,0.0000,4.086
224,07/05/15 19:00:00,19.603,0.1100,-0.1988,0.0000,4.086
225,07/05/15 20:00:00,19.436,0.1100,-0.1988,0.0000,4.086
226,07/05/15 21:00:00,19.127,0.1100,-0.1988,0.0000,4.086
227,07/05/15 22:00:00,18.747,0.1100,-0.1988,0.0000,4.086
228,07/05/15 23:00:00,18.414,0.1107,-0.1988,0.0000,4.080
229,07/06/15 00:00:00,18.105,0.1114,-0.1988,0.0000,4.080
230,07/06/15 01:00:00,17.843,0.1114,-0.1988,0.0000,4.110
231,07/06/15 02:00:00,17.653,0.1121,-0.1988,0.0000,4.080
232,07/06/15 03:00:00,17.439,0.1129,-0.1988,0.0000,4.080
233,07/06/15 04:00:00,17.201,0.1136,-0.1988,0.0000,4.080
234,07/06/15 05:00:00,17.011,0.1143,-0.1988,0.0000,4.080
235,07/06/15 06:00:00,16.820,0.1150,-0.1988,0.0000,4.080
236,07/06/15 07:00:00,16.749,0.1143,-0.1988,0.0000,4.080
237,07/06/15 08:00:00,16.963,0.1143,-0.1988,0.0000,4.074
238,07/06/15 09:00:00,17.439,0.1129,-0.1988,0.0000,4.074
239,07/06/15 10:00:00,17.962,0.1107,-0.1988,0.0000,4.080
240,07/06/15 11:00:00,18.319,0.1085,-0.1988,0.0000,4.074
241,07/06/15 12:00:00,18.771,0.1049,-0.1988,0.0000,4.080
242,07/06/15 13:00:00,19.246,0.1020,-0.1988,0.0000,4.080
243,07/06/15 14:00:00,19.627,0.0991,-0.1988,0.0000,4.080
244,07/06/15 15:00:00,19.888,0.0969,-0.1988,0.0000,4.080
245,07/06/15 16:00:00,20.079,0.0947,-0.1988,0.0000,4.080
246,07/06/15 17:00:00,20.126,0.0925,-0.1988,0.0000,4.080
247,07/06/15 18:00:00,20.031,0.0911,-0.1988,0.0000,4.086
248,07/06/15 19:00:00,19.865,0.0904,-0.1988,0.0000,4.086
249,07/06/15 20:00:00,19.603,0.0904,-0.1988,0.0000,4.086
250,07/06/15 21:00:00,19.294,0.0911,-0.1988,0.0000,4.080
251,07/06/15 22:00:00,18.937,0.0911,-0.1988,0.0000,4.080
252,07/06/15 23:00:00,18.604,0.0918,-0.1988,0.0000,4.080
253,07/07/15 00:00:00,18.295,0.0918,-0.1988,0.0000,4.080
254,07/07/15 01:00:00,18.105,0.0925,-0.1988,0.0000,4.080
255,07/07/15 02:00:00,17.986,0.0925,-0.1988,0.0000,4.080
256,07/07/15 03:00:00,17.796,0.0933,-0.1988,0.0000,4.080
257,07/07/15 04:00:00,17.605,0.0933,-0.1988,0.0000,4.080
258,07/07/15 05:00:00,17.391,0.0940,-0.1988,0.0000,4.080
259,07/07/15 06:00:00,17.249,0.0947,-0.1988,0.0000,4.080
260,07/07/15 07:00:00,17.272,0.0940,-0.1988,0.0000,4.080
261,07/07/15 08:00:00,17.582,0.0933,-0.1988,0.0000,4.074
262,07/07/15 09:00:00,18.105,0.0918,-0.1988,0.0000,4.074
263,07/07/15 10:00:00,18.723,0.0904,-0.1988,0.0000,4.074
264,07/07/15 11:00:00,19.270,0.0882,-0.1988,0.0000,4.080
265,07/07/15 12:00:00,19.817,0.0867,-0.1988,0.0000,4.080
266,07/07/15 13:00:00,20.293,0.1383,-0.1988,0.0000,4.086
267,07/07/15 14:00:00,20.460,0.1354,-0.1988,0.0000,4.080
268,07/07/15 15:00:00,20.460,0.1332,-0.1988,0.0000,4.080
269,07/07/15 16:00:00,20.365,0.1441,-0.1988,0.0000,4.080
270,07/07/15 17:00:00,20.317,0.1615,-0.1988,0.0000,4.098
271,07/07/15 18:00:00,20.293,0.1673,-0.1988,0.0000,4.080
272,07/07/15 19:00:00,20.269,0.1710,-0.1988,0.0000,4.080
273,07/07/15 20:00:00,20.174,0.1732,-0.1988,0.0000,4.080
274,07/07/15 21:00:00,19.984,0.1775,-0.1988,0.0000,4.080
275,07/07/15 22:00:00,19.722,0.1790,-0.1988,0.0000,4.080
276,07/07/15 23:00:00,19.460,0.1790,-0.1988,0.0000,4.080
277,07/08/15 00:00:00,19.175,0.1790,-0.1988,0.0000,4.080
278,07/08/15 01:00:00,18.937,0.1775,-0.1988,0.0000,4.080
279,07/08/15 02:00:00,18.699,0.1768,-0.1988,0.0000,4.080
280,07/08/15 03:00:00,18.509,0.1768,-0.1988,0.0000,4.080
281,07/08/15 04:00:00,18.271,0.1768,-0.1988,0.0000,4.080
282,07/08/15 05:00:00,18.010,0.1768,-0.1988,0.0000,4.080
283,07/08/15 06:00:00,17.748,0.1768,-0.1988,0.0000,4.074
284,07/08/15 07:00:00,17.534,0.1761,-0.1988,0.0000,4.074
285,07/08/15 08:00:00,17.558,0.1761,-0.1988,0.0000,4.074
286,07/08/15 09:00:00,17.819,0.1753,-0.1988,0.0000,4.074
287,07/08/15 10:00:00,18.152,0.1732,-0.1988,0.0000,4.074
288,07/08/15 11:00:00,18.319,0.1717,-0.1988,0.0000,4.098
289,07/08/15 12:00:00,18.533,0.1688,-0.1988,0.0000,4.074
290,07/08/15 13:00:00,18.818,0.1673,-0.1988,0.0000,4.098
291,07/08/15 14:00:00,18.985,0.1652,-0.1988,0.0000,4.080
292,07/08/15 15:00:00,19.056,0.1637,-0.1988,0.0000,4.080
293,07/08/15 16:00:00,19.103,0.1623,-0.1988,0.0000,4.080
294,07/08/15 17:00:00,19.103,0.1608,-0.1988,0.0000,4.080
295,07/08/15 18:00:00,19.080,0.1601,-0.1988,0.0000,4.080
296,07/08/15 19:00:00,18.961,0.1601,-0.1988,0.0000,4.080
297,07/08/15 20:00:00,18.794,0.1608,-0.1988,0.0000,4.080
298,07/08/15 21:00:00,18.509,0.1608,-0.1988,0.0000,4.080
299,07/08/15 22:00:00,18.129,0.1608,-0.1988,0.0000,4.080
300,07/08/15 23:00:00,17.772,0.1608,-0.1988,0.0000,4.080
301,07/09/15 00:00:00,17.486,0.1615,-0.1988,0.0000,4.074
302,07/09/15 01:00:00,17.225,0.1615,-0.1988,0.0000,4.080
303,07/09/15 02:00:00,16.987,0.1615,-0.1988,0.0000,4.074
304,07/09/15 03:00:00,16.820,0.1623,-0.1988,0.0000,4.074
305,07/09/15 04:00:00,16.773,0.1623,-0.1988,0.0000,4.074
306,07/09/15 05:00:00,16.749,0.1623,-0.1988,0.0000,4.074
307,07/09/15 06:00:00,16.725,0.1623,-0.1988,0.0000,4.074
308,07/09/15 07:00:00,16.773,0.1623,-0.1988,0.0000,4.074
309,07/09/15 08:00:00,16.868,0.1623,-0.1988,0.0000,4.074
310,07/09/15 09:00:00,16.987,0.1623,-0.1988,0.0000,4.074
311,07/09/15 10:00:00,17.106,0.1615,-0.1988,0.0000,4.074
312,07/09/15 11:00:00,17.320,0.1601,-0.1988,0.0000,4.074
313,07/09/15 12:00:00,17.629,0.1579,-0.1988,0.0000,4.074
314,07/09/15 13:00:00,18.057,0.1543,-0.1988,0.0000,4.074
315,07/09/15 14:00:00,18.414,0.1521,-0.1988,0.0000,4.074
316,07/09/15 15:00:00,18.723,0.1492,-0.1988,0.0000,4.074
317,07/09/15 16:00:00,18.913,0.1470,-0.1988,0.0000,4.080
318,07/09/15 17:00:00,18.985,0.1441,-0.1988,0.0000,4.080
319,07/09/15 18:00:00,18.985,0.1426,-0.1988,0.0000,4.080
320,07/09/15 19:00:00,18.866,0.1419,-0.1988,0.0000,4.080
321,07/09/15 20:00:00,18.652,0.1419,-0.1988,0.0000,4.080
322,07/09/15 21:00:00,18.319,0.1419,-0.1988,0.0000,4.080
323,07/09/15 22:00:00,17.986,0.1419,-0.1988,0.0000,4.080
324,07/09/15 23:00:00,17.653,0.1419,-0.1988,0.0000,4.080
325,07/10/15 00:00:00,17.320,0.1419,-0.1988,0.0000,4.080
326,07/10/15 01:00:00,16.987,0.1426,-0.1988,0.0000,4.080
327,07/10/15 02:00:00,16.677,0.1426,-0.1988,0.0000,4.080
328,07/10/15 03:00:00,16.392,0.1426,-0.1988,0.0000,4.074
329,07/10/15 04:00:00,16.129,0.1434,-0.1988,0.0000,4.080
330,07/10/15 05:00:00,15.891,0.1434,-0.1988,0.0000,4.074
331,07/10/15 06:00:00,15.676,0.1441,-0.1988,0.0000,4.074
332,07/10/15 07:00:00,15.700,0.1434,-0.1988,0.0000,4.074
333,07/10/15 08:00:00,15.939,0.1434,-0.1988,0.0000,4.074
334,07/10/15 09:00:00,16.392,0.1412,-0.1988,0.0000,4.074
335,07/10/15 10:00:00,16.915,0.1383,-0.1988,0.0000,4.074
336,07/10/15 11:00:00,17.320,0.1361,-0.1988,0.0000,4.074
337,07/10/15 12:00:00,17.843,0.1325,-0.1988,0.0000,4.074
338,07/10/15 13:00:00,18.390,0.1288,-0.1988,0.0000,4.074
339,07/10/15 14:00:00,18.866,0.1252,-0.1988,0.0000,4.074
340,07/10/15 15:00:00,19.222,0.1216,-0.1988,0.0000,4.074
341,07/10/15 16:00:00,19.508,0.1180,-0.1988,0.0000,4.080
342,07/10/15 17:00:00,19.603,0.1150,-0.1988,0.0000,4.080
343,07/10/15 18:00:00,19.579,0.1143,-0.1988,0.0000,4.080
344,07/10/15 19:00:00,19.460,0.1136,-0.1988,0.0000,4.080
345,07/10/15 20:00:00,19.246,0.1136,-0.1988,0.0000,4.080
346,07/10/15 21:00:00,18.937,0.1136,-0.1988,0.0000,4.080
347,07/10/15 22:00:00,18.557,0.1136,-0.1988,0.0000,4.110
348,07/10/15 23:00:00,18.271,0.1143,-0.1988,0.0000,4.080
349,07/11/15 00:00:00,18.033,0.1143,-0.1988,0.0000,4.074
350,07/11/15 01:00:00,17.772,0.1143,-0.1988,0.0000,4.074
351,07/11/15 02:00:00,17.510,0.1143,-0.1988,0.0000,4.074
352,07/11/15 03:00:00,17.272,0.1150,-0.1988,0.0000,4.074
353,07/11/15 04:00:00,17.034,0.1150,-0.1988,0.0000,4.074
354,07/11/15 05:00:00,16.820,0.1158,-0.1988,0.0000,4.074
355,07/11/15 06:00:00,16.606,0.1158,-0.1988,0.0000,4.074
356,07/11/15 07:00:00,16.511,0.1158,-0.1988,0.0000,4.074
357,07/11/15 08:00:00,16.725,0.1150,-0.1988,0.0000,4.074
358,07/11/15 09:00:00,17.225,0.1129,-0.1988,0.0000,4.074
359,07/11/15 10:00:00,17.796,0.1100,-0.1988,0.0000,4.074
360,07/11/15 11:00:00,18.176,0.1071,-0.1988,0.0000,4.074
361,07/11/15 12:00:00,18.699,0.1027,-0.1988,0.0000,4.074
362,07/11/15 13:00:00,19.318,0.0983,-0.1988,0.0000,4.074
363,07/11/15 14:00:00,19.865,0.0947,-0.1988,0.0000,4.104
