"Plot Title: field"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2252215, SEN S/N: 2226787)","Water Content, m³/m³ (LGR S/N: 2252215, SEN S/N: 2241185)","Temp, °C (LGR S/N: 2252215, SEN S/N: 10785045)","RH, % (LGR S/N: 2252215, SEN S/N: 10785045)"
392,09/08/17 10:00:00  PM,14.553,0.1172,10.443,80.000
393,09/08/17 11:00:00  PM,14.218,0.1180,8.742,88.700
394,09/09/17 12:00:00  AM,13.834,0.1187,8.145,93.600
395,09/09/17 01:00:00  AM,13.425,0.1194,8.742,94.900
396,09/09/17 02:00:00  AM,13.088,0.1187,8.095,94.400
397,09/09/17 03:00:00  AM,12.775,0.1194,7.469,95.800
398,09/09/17 04:00:00  AM,12.485,0.1194,6.763,96.900
399,09/09/17 05:00:00  AM,12.195,0.1201,6.458,97.700
400,09/09/17 06:00:00  AM,11.929,0.1201,6.153,98.000
401,09/09/17 07:00:00  AM,11.662,0.1216,6.077,98.400
402,09/09/17 08:00:00  AM,11.443,0.1223,7.419,98.700
403,09/09/17 09:00:00  AM,11.346,0.1194,12.098,87.900
404,09/09/17 10:00:00  AM,11.565,0.1180,14.745,72.200
405,09/09/17 11:00:00  AM,12.025,0.1158,16.439,61.000
406,09/09/17 12:00:00  PM,12.606,0.1136,15.891,56.000
407,09/09/17 01:00:00  PM,13.209,0.1121,15.605,55.100
408,09/09/17 02:00:00  PM,13.786,0.1100,18.105,52.100
409,09/09/17 03:00:00  PM,14.122,0.1100,18.747,51.000
410,09/09/17 04:00:00  PM,14.290,0.1078,18.176,48.200
411,09/09/17 05:00:00  PM,14.601,0.1063,19.103,49.500
412,09/09/17 06:00:00  PM,14.816,0.1042,16.630,50.200
413,09/09/17 07:00:00  PM,14.792,0.1034,13.377,67.800
414,09/09/17 08:00:00  PM,14.553,0.1034,11.613,78.600
415,09/09/17 09:00:00  PM,14.146,0.1027,12.606,75.100
416,09/09/17 10:00:00  PM,13.786,0.1020,12.025,70.000
417,09/09/17 11:00:00  PM,13.522,0.1020,10.810,75.300
418,09/10/17 12:00:00  AM,13.233,0.1020,9.040,80.100
419,09/10/17 01:00:00  AM,12.920,0.1027,8.195,87.000
420,09/10/17 02:00:00  AM,12.582,0.1027,8.220,87.600
421,09/10/17 03:00:00  AM,12.268,0.1027,7.670,89.800
422,09/10/17 04:00:00  AM,12.001,0.1042,7.695,91.500
423,09/10/17 05:00:00  AM,11.783,0.1034,7.293,92.500
424,09/10/17 06:00:00  AM,11.565,0.1042,7.041,93.900
425,09/10/17 07:00:00  AM,11.370,0.1034,6.864,95.000
426,09/10/17 08:00:00  AM,11.200,0.1034,8.543,94.900
427,09/10/17 09:00:00  AM,11.175,0.1027,13.522,88.400
428,09/10/17 10:00:00  AM,11.443,0.1027,17.653,71.300
429,09/10/17 11:00:00  AM,11.953,0.1012,18.699,54.600
430,09/10/17 12:00:00  PM,12.582,0.0991,20.174,48.600
431,09/10/17 01:00:00  PM,13.233,0.0969,20.126,46.900
432,09/10/17 02:00:00  PM,13.834,0.0940,18.937,49.200
433,09/10/17 03:00:00  PM,14.218,0.0933,19.365,51.000
434,09/10/17 04:00:00  PM,14.385,0.0918,19.627,48.500
435,09/10/17 05:00:00  PM,14.625,0.0889,18.889,49.500
436,09/10/17 06:00:00  PM,14.768,0.0867,16.368,53.100
437,09/10/17 07:00:00  PM,14.649,0.0867,14.314,60.300
438,09/10/17 08:00:00  PM,14.361,0.0860,11.516,71.000
439,09/10/17 09:00:00  PM,13.954,0.0867,10.173,79.300
440,09/10/17 10:00:00  PM,13.497,0.0874,10.075,84.400
441,09/10/17 11:00:00  PM,13.088,0.0874,9.829,87.600
442,09/11/17 12:00:00  AM,12.751,0.0882,9.361,89.400
443,09/11/17 01:00:00  AM,12.437,0.0882,8.767,91.600
444,09/11/17 02:00:00  AM,12.147,0.0882,8.891,92.900
445,09/11/17 03:00:00  AM,11.929,0.0882,8.593,94.000
446,09/11/17 04:00:00  AM,11.710,0.0889,8.369,94.300
447,09/11/17 05:00:00  AM,11.540,0.0904,7.870,95.000
448,09/11/17 06:00:00  AM,11.370,0.0896,7.544,95.400
449,09/11/17 07:00:00  AM,11.224,0.0904,7.469,95.300
450,09/11/17 08:00:00  AM,11.078,0.0904,8.767,95.200
451,09/11/17 09:00:00  AM,11.078,0.0896,14.768,88.700
452,09/11/17 10:00:00  AM,11.346,0.0896,19.365,72.300
453,09/11/17 11:00:00  AM,11.880,0.0882,20.412,57.300
454,09/11/17 12:00:00  PM,12.558,0.0853,21.628,49.300
455,09/11/17 01:00:00  PM,13.257,0.0824,22.800,44.000
456,09/11/17 02:00:00  PM,13.906,0.0795,21.939,43.300
457,09/11/17 03:00:00  PM,14.337,0.0780,22.513,44.200
458,09/11/17 04:00:00  PM,14.601,0.0758,22.369,43.800
459,09/11/17 05:00:00  PM,14.936,0.0729,20.674,46.600
460,09/11/17 06:00:00  PM,15.151,0.0715,18.390,55.400
461,09/11/17 07:00:00  PM,15.151,0.0715,16.534,64.700
462,09/11/17 08:00:00  PM,14.912,0.0715,13.473,74.500
463,09/11/17 09:00:00  PM,14.481,0.0707,12.799,85.700
464,09/11/17 10:00:00  PM,14.026,0.0715,11.492,91.200
465,09/11/17 11:00:00  PM,13.618,0.0729,11.492,94.700
466,09/12/17 12:00:00  AM,13.257,0.0744,11.151,96.000
467,09/12/17 01:00:00  AM,12.944,0.0751,11.005,96.800
468,09/12/17 02:00:00  AM,12.678,0.0751,10.516,97.200
469,09/12/17 03:00:00  AM,12.461,0.0758,10.198,97.700
470,09/12/17 04:00:00  AM,12.243,0.0766,9.657,98.100
471,09/12/17 05:00:00  AM,12.050,0.0773,9.064,98.300
472,09/12/17 06:00:00  AM,11.856,0.0780,8.693,98.400
473,09/12/17 07:00:00  AM,11.686,0.0816,8.344,98.400
474,09/12/17 08:00:00  AM,11.516,0.0816,9.756,98.500
475,09/12/17 09:00:00  AM,11.467,0.0802,15.270,94.900
476,09/12/17 10:00:00  AM,11.759,0.0758,21.366,79.400
477,09/12/17 11:00:00  AM,12.340,0.0744,23.713,56.500
478,09/12/17 12:00:00  PM,13.088,0.0715,23.954,49.800
479,09/12/17 01:00:00  PM,13.882,0.0693,24.944,54.400
480,09/12/17 02:00:00  PM,14.601,0.0657,23.545,51.800
481,09/12/17 03:00:00  PM,15.031,0.0664,25.016,50.600
482,09/12/17 04:00:00  PM,15.318,0.0649,25.380,47.600
483,09/12/17 05:00:00  PM,15.676,0.0620,24.195,46.100
484,09/12/17 06:00:00  PM,15.867,0.0613,21.581,50.300
485,09/12/17 07:00:00  PM,15.819,0.0606,17.772,64.100
486,09/12/17 08:00:00  PM,15.557,0.0591,15.461,73.500
487,09/12/17 09:00:00  PM,15.151,0.0584,14.409,79.100
488,09/12/17 10:00:00  PM,14.697,0.0577,13.570,81.900
489,09/12/17 11:00:00  PM,14.290,0.0591,13.329,85.800
490,09/13/17 12:00:00  AM,13.954,0.0591,13.209,88.500
491,09/13/17 01:00:00  AM,13.642,0.0598,12.219,88.700
492,09/13/17 02:00:00  AM,13.377,0.0598,11.783,90.900
493,09/13/17 03:00:00  AM,13.112,0.0598,11.273,93.900
494,09/13/17 04:00:00  AM,12.871,0.0606,11.102,95.600
495,09/13/17 05:00:00  AM,12.654,0.0591,10.687,96.600
496,09/13/17 06:00:00  AM,12.461,0.0598,10.516,97.400
497,09/13/17 07:00:00  AM,12.292,0.0598,10.394,97.600
498,09/13/17 08:00:00  AM,12.171,0.0613,11.856,97.700
499,09/13/17 09:00:00  AM,12.195,0.0591,15.915,93.400
500,09/13/17 10:00:00  AM,12.509,0.0577,18.461,88.000
501,09/13/17 11:00:00  AM,13.016,0.0577,22.417,82.400
502,09/13/17 12:00:00  PM,13.738,0.0562,23.569,67.900
503,09/13/17 01:00:00  PM,14.481,0.0540,23.761,64.100
504,09/13/17 02:00:00  PM,15.151,0.0511,22.585,65.600
505,09/13/17 03:00:00  PM,15.581,0.0504,22.681,67.300
506,09/13/17 04:00:00  PM,15.843,0.0490,24.484,64.200
507,09/13/17 05:00:00  PM,16.201,0.0468,22.298,63.600
508,09/13/17 06:00:00  PM,16.344,0.0446,20.365,68.700
509,09/13/17 07:00:00  PM,16.272,0.0446,18.913,79.500
510,09/13/17 08:00:00  PM,16.106,0.0439,16.796,87.700
511,09/13/17 09:00:00  PM,15.819,0.0446,16.392,93.800
512,09/13/17 10:00:00  PM,15.509,0.0453,16.463,96.200
513,09/13/17 11:00:00  PM,15.247,0.0453,15.819,97.400
514,09/14/17 12:00:00  AM,14.984,0.0460,15.390,98.100
515,09/14/17 01:00:00  AM,14.768,0.0460,15.103,98.500
516,09/14/17 02:00:00  AM,14.577,0.0482,15.127,98.800
517,09/14/17 03:00:00  AM,14.433,0.0497,14.768,99.000
518,09/14/17 04:00:00  AM,14.361,0.0519,14.625,99.300
519,09/14/17 05:00:00  AM,14.266,0.0504,14.505,99.600
520,09/14/17 06:00:00  AM,14.194,0.0511,14.242,99.800
521,09/14/17 07:00:00  AM,14.074,0.0533,14.074,100.000
522,09/14/17 08:00:00  AM,13.954,0.0540,15.533,100.000
523,09/14/17 09:00:00  AM,14.050,0.0519,18.628,98.800
524,09/14/17 10:00:00  AM,14.385,0.0584,22.011,86.600
525,09/14/17 11:00:00  AM,14.864,0.0555,26.036,75.400
526,09/14/17 12:00:00  PM,15.509,0.0548,27.308,64.400
527,09/14/17 01:00:00  PM,16.249,0.0533,27.949,56.400
528,09/14/17 02:00:00  PM,16.939,0.0511,27.825,52.900
529,09/14/17 03:00:00  PM,17.368,0.0504,28.568,52.000
530,09/14/17 04:00:00  PM,17.677,0.0504,29.765,49.200
531,09/14/17 05:00:00  PM,18.033,0.0497,27.949,48.300
532,09/14/17 06:00:00  PM,18.247,0.0482,25.331,54.400
533,09/14/17 07:00:00  PM,18.224,0.0482,23.809,61.600
534,09/14/17 08:00:00  PM,18.033,0.0482,21.246,66.600
535,09/14/17 09:00:00  PM,17.724,0.0490,20.650,73.100
536,09/14/17 10:00:00  PM,17.415,0.0475,21.342,75.800
537,09/14/17 11:00:00  PM,17.201,0.0475,19.532,82.200
538,09/15/17 12:00:00  AM,16.963,0.0475,19.151,87.900
539,09/15/17 01:00:00  AM,16.749,0.0482,19.127,89.400
540,09/15/17 02:00:00  AM,16.582,0.0468,17.986,89.300
541,09/15/17 03:00:00  AM,16.392,0.0468,17.558,90.900
542,09/15/17 04:00:00  AM,16.201,0.0460,16.773,92.300
543,09/15/17 05:00:00  AM,15.986,0.0519,16.106,93.800
544,09/15/17 06:00:00  AM,15.772,0.0511,15.485,95.900
545,09/15/17 07:00:00  AM,15.557,0.0519,14.984,97.500
546,09/15/17 08:00:00  AM,15.342,0.0526,16.272,98.500
547,09/15/17 09:00:00  AM,15.294,0.0526,20.412,92.400
548,09/15/17 10:00:00  AM,15.509,0.0519,23.593,77.500
549,09/15/17 11:00:00  AM,15.939,0.0504,25.817,65.900
550,09/15/17 12:00:00  PM,16.487,0.0490,27.924,58.900
551,09/15/17 01:00:00  PM,17.106,0.0475,27.924,56.500
552,09/15/17 02:00:00  PM,17.629,0.0468,25.914,57.000
553,09/15/17 03:00:00  PM,18.033,0.0453,26.500,62.200
554,09/15/17 04:00:00  PM,18.271,0.0453,26.867,60.600
555,09/15/17 05:00:00  PM,18.485,0.0439,25.768,58.800
556,09/15/17 06:00:00  PM,18.580,0.0431,24.002,64.000
557,09/15/17 07:00:00  PM,18.557,0.0431,21.843,71.700
558,09/15/17 08:00:00  PM,18.319,0.0431,19.199,81.200
559,09/15/17 09:00:00  PM,17.962,0.0431,17.891,90.000
560,09/15/17 10:00:00  PM,17.558,0.0431,17.772,93.600
561,09/15/17 11:00:00  PM,17.177,0.0431,17.153,95.100
562,09/16/17 12:00:00  AM,16.868,0.0431,17.463,95.500
563,09/16/17 01:00:00  AM,16.582,0.0431,17.034,95.700
564,09/16/17 02:00:00  AM,16.344,0.0344,11.370,97.700
565,09/16/17 03:00:00  AM,16.129,0.0352,10.590,99.500
566,09/16/17 04:00:00  AM,15.915,0.0352,10.051,99.900
567,09/16/17 05:00:00  AM,15.676,0.0352,9.583,100.000
568,09/16/17 06:00:00  AM,15.461,0.0337,9.386,100.000
569,09/16/17 07:00:00  AM,15.247,0.0330,9.509,100.000
570,09/16/17 08:00:00  AM,15.079,0.0322,13.112,100.000
571,09/16/17 09:00:00  AM,15.031,0.0330,20.246,99.900
572,09/16/17 10:00:00  AM,15.247,0.0337,23.713,97.700
573,09/16/17 11:00:00  AM,15.700,0.0344,33.157,64.800
574,09/16/17 12:00:00  PM,16.296,0.0337,35.422,45.600
575,09/16/17 01:00:00  PM,16.939,0.0322,36.606,41.500
576,09/16/17 02:00:00  PM,17.534,0.0315,26.451,54.500
577,09/16/17 03:00:00  PM,17.938,0.0308,32.253,61.100
578,09/16/17 04:00:00  PM,18.200,0.0293,30.343,50.600
579,09/16/17 05:00:00  PM,18.485,0.0293,24.050,63.700
580,09/16/17 06:00:00  PM,18.604,0.0286,21.223,79.700
581,09/16/17 07:00:00  PM,18.533,0.0286,16.630,89.600
582,09/16/17 08:00:00  PM,18.295,0.0272,13.209,96.300
583,09/16/17 09:00:00  PM,17.891,0.0272,12.413,98.300
584,09/16/17 10:00:00  PM,17.463,0.0272,11.589,99.200
585,09/16/17 11:00:00  PM,17.058,0.0279,11.175,99.700
586,09/17/17 12:00:00  AM,16.725,0.0279,10.663,100.000
587,09/17/17 01:00:00  AM,16.415,0.0286,10.320,100.000
588,09/17/17 02:00:00  AM,16.129,0.0286,9.854,100.000
589,09/17/17 03:00:00  AM,15.891,0.0279,10.051,100.000
590,09/17/17 04:00:00  AM,15.652,0.0250,9.928,100.000
591,09/17/17 05:00:00  AM,15.461,0.0235,9.780,100.000
592,09/17/17 06:00:00  AM,15.318,0.0228,9.731,100.000
593,09/17/17 07:00:00  AM,15.175,0.0221,10.173,100.000
594,09/17/17 08:00:00  AM,15.031,0.0214,13.305,100.000
595,09/17/17 09:00:00  AM,15.031,0.0221,18.985,100.000
596,09/17/17 10:00:00  AM,15.270,0.0272,23.064,99.900
597,09/17/17 11:00:00  AM,15.724,0.0286,33.157,78.300
598,09/17/17 12:00:00  PM,16.320,0.0279,36.796,53.000
599,09/17/17 01:00:00  PM,16.963,0.0279,38.198,47.200
600,09/17/17 02:00:00  PM,17.582,0.0272,26.940,61.800
601,09/17/17 03:00:00  PM,18.010,0.0257,31.612,68.700
602,09/17/17 04:00:00  PM,18.319,0.0257,30.016,58.200
603,09/17/17 05:00:00  PM,18.557,0.0250,23.088,73.000
604,09/17/17 06:00:00  PM,18.652,0.0250,20.793,85.600
605,09/17/17 07:00:00  PM,18.580,0.0228,17.724,93.600
606,09/17/17 08:00:00  PM,18.343,0.0228,13.762,97.100
607,09/17/17 09:00:00  PM,17.962,0.0221,12.847,98.700
608,09/17/17 10:00:00  PM,17.582,0.0228,12.509,99.400
609,09/17/17 11:00:00  PM,17.225,0.0235,11.904,99.900
610,09/18/17 12:00:00  AM,16.915,0.0250,11.613,100.000
611,09/18/17 01:00:00  AM,16.630,0.0243,11.346,100.000
612,09/18/17 02:00:00  AM,16.392,0.0235,11.200,100.000
613,09/18/17 03:00:00  AM,16.201,0.0235,11.053,100.000
614,09/18/17 04:00:00  AM,16.010,0.0228,10.638,100.000
615,09/18/17 05:00:00  AM,15.819,0.0228,10.663,100.000
616,09/18/17 06:00:00  AM,15.652,0.0228,10.247,100.000
617,09/18/17 07:00:00  AM,15.509,0.0235,10.834,100.000
618,09/18/17 08:00:00  AM,15.366,0.0228,15.676,100.000
619,09/18/17 09:00:00  AM,15.414,0.0235,22.034,100.000
620,09/18/17 10:00:00  AM,15.724,0.0257,23.280,99.800
621,09/18/17 11:00:00  AM,16.225,0.0235,31.919,77.700
622,09/18/17 12:00:00  PM,16.773,0.0228,34.387,64.200
623,09/18/17 01:00:00  PM,17.320,0.0221,30.596,61.800
624,09/18/17 02:00:00  PM,17.796,0.0214,28.990,66.500
625,09/18/17 03:00:00  PM,18.224,0.0214,30.419,69.500
626,09/18/17 04:00:00  PM,18.604,0.0214,31.970,60.900
627,09/18/17 05:00:00  PM,18.913,0.0206,24.532,72.100
628,09/18/17 06:00:00  PM,19.032,0.0199,21.270,84.700
629,09/18/17 07:00:00  PM,18.961,0.0199,17.653,91.700
630,09/18/17 08:00:00  PM,18.723,0.0199,16.582,97.000
631,09/18/17 09:00:00  PM,18.390,0.0199,17.701,99.500
632,09/18/17 10:00:00  PM,18.129,0.0206,16.582,99.700
633,09/18/17 11:00:00  PM,17.915,0.0206,14.745,99.900
634,09/19/17 12:00:00  AM,17.701,0.0206,15.724,100.000
635,09/19/17 01:00:00  AM,17.463,0.0206,15.629,100.000
636,09/19/17 02:00:00  AM,17.296,0.0206,15.318,100.000
637,09/19/17 03:00:00  AM,17.177,0.0214,16.749,100.000
638,09/19/17 04:00:00  AM,17.082,0.0214,17.034,100.000
639,09/19/17 05:00:00  AM,17.058,0.0206,15.843,100.000
640,09/19/17 06:00:00  AM,16.987,0.0206,13.473,100.000
641,09/19/17 07:00:00  AM,16.868,0.0206,14.840,100.000
642,09/19/17 08:00:00  AM,16.749,0.0214,20.913,100.000
643,09/19/17 09:00:00  AM,16.844,0.0214,20.960,100.000
644,09/19/17 10:00:00  AM,17.106,0.0206,26.475,95.100
645,09/19/17 11:00:00  AM,17.463,0.0206,33.313,67.000
646,09/19/17 12:00:00  PM,17.938,0.0214,37.563,50.800
647,09/19/17 01:00:00  PM,18.485,0.0206,35.395,49.000
648,09/19/17 02:00:00  PM,18.937,0.0214,26.916,65.800
649,09/19/17 03:00:00  PM,19.199,0.0206,30.950,71.500
650,09/19/17 04:00:00  PM,19.341,0.0199,28.593,57.500
651,09/19/17 05:00:00  PM,19.460,0.0199,25.477,70.900
652,09/19/17 06:00:00  PM,19.484,0.0192,20.746,79.400
653,09/19/17 07:00:00  PM,19.413,0.0192,19.341,89.500
654,09/19/17 08:00:00  PM,19.222,0.0184,16.487,95.400
655,09/19/17 09:00:00  PM,18.913,0.0184,17.582,98.300
656,09/19/17 10:00:00  PM,18.652,0.0192,17.748,99.600
657,09/19/17 11:00:00  PM,18.461,0.0192,15.127,99.900
658,09/20/17 12:00:00  AM,18.224,0.0192,13.954,100.000
659,09/20/17 01:00:00  AM,17.962,0.0192,13.281,100.000
660,09/20/17 02:00:00  AM,17.677,0.0192,12.871,100.000
661,09/20/17 03:00:00  AM,17.415,0.0199,11.977,100.000
662,09/20/17 04:00:00  AM,17.153,0.0184,11.419,100.000
663,09/20/17 05:00:00  AM,16.915,0.0184,11.102,100.000
664,09/20/17 06:00:00  AM,16.677,0.0170,10.663,100.000
665,09/20/17 07:00:00  AM,16.463,0.0155,10.198,100.000
666,09/20/17 08:00:00  AM,16.249,0.0163,17.796,100.000
667,09/20/17 09:00:00  AM,16.249,0.0170,21.175,100.000
668,09/20/17 10:00:00  AM,16.534,0.0199,24.412,99.800
669,09/20/17 11:00:00  AM,16.987,0.0192,35.797,69.300
670,09/20/17 12:00:00  PM,17.558,0.0199,38.980,48.200
671,09/20/17 01:00:00  PM,18.152,0.0199,38.672,43.800
672,09/20/17 02:00:00  PM,18.699,0.0184,24.146,68.300
673,09/20/17 03:00:00  PM,18.961,0.0192,29.665,79.400
674,09/20/17 04:00:00  PM,19.103,0.0206,30.217,57.800
675,09/20/17 05:00:00  PM,19.246,0.0192,21.652,77.100
676,09/20/17 06:00:00  PM,19.222,0.0184,19.484,87.600
677,09/20/17 07:00:00  PM,19.056,0.0184,15.748,91.300
678,09/20/17 08:00:00  PM,18.771,0.0184,13.449,93.800
679,09/20/17 09:00:00  PM,18.366,0.0184,12.727,95.600
680,09/20/17 10:00:00  PM,17.962,0.0184,12.461,96.600
681,09/20/17 11:00:00  PM,17.629,0.0184,11.904,97.200
682,09/21/17 12:00:00  AM,17.296,0.0184,11.248,97.600
683,09/21/17 01:00:00  AM,17.011,0.0184,10.736,98.200
684,09/21/17 02:00:00  AM,16.749,0.0184,11.175,98.800
685,09/21/17 03:00:00  AM,16.511,0.0192,11.102,99.200
686,09/21/17 04:00:00  AM,16.320,0.0192,10.932,99.500
687,09/21/17 05:00:00  AM,16.153,0.0184,10.590,99.700
688,09/21/17 06:00:00  AM,15.986,0.0184,9.952,99.900
689,09/21/17 07:00:00  AM,15.819,0.0177,10.198,100.000
690,09/21/17 08:00:00  AM,15.676,0.0199,12.534,100.000
691,09/21/17 09:00:00  AM,15.629,0.0214,18.414,100.000
692,09/21/17 10:00:00  AM,15.891,0.0184,21.318,99.300
693,09/21/17 11:00:00  AM,16.392,0.0184,36.308,68.300
694,09/21/17 12:00:00  PM,17.034,0.0184,39.431,40.800
695,09/21/17 01:00:00  PM,17.724,0.0177,40.717,36.400
696,09/21/17 02:00:00  PM,18.343,0.0163,24.195,60.500
697,09/21/17 03:00:00  PM,18.628,0.0163,31.459,70.400
698,09/21/17 04:00:00  PM,18.771,0.0170,32.407,44.200
699,09/21/17 05:00:00  PM,18.961,0.0155,21.676,69.700
700,09/21/17 06:00:00  PM,18.985,0.0155,19.817,83.600
701,09/21/17 07:00:00  PM,18.818,0.0155,15.151,90.900
702,09/21/17 08:00:00  PM,18.557,0.0148,12.944,97.000
703,09/21/17 09:00:00  PM,18.176,0.0148,12.243,98.900
704,09/21/17 10:00:00  PM,17.796,0.0148,11.880,99.700
705,09/21/17 11:00:00  PM,17.463,0.0155,11.734,100.000
706,09/22/17 12:00:00  AM,17.201,0.0170,11.783,100.000
707,09/22/17 01:00:00  AM,16.939,0.0170,11.540,100.000
708,09/22/17 02:00:00  AM,16.749,0.0170,11.419,100.000
709,09/22/17 03:00:00  AM,16.558,0.0177,11.321,100.000
710,09/22/17 04:00:00  AM,16.368,0.0177,10.761,100.000
711,09/22/17 05:00:00  AM,16.201,0.0177,10.638,100.000
712,09/22/17 06:00:00  AM,16.034,0.0170,10.492,100.000
713,09/22/17 07:00:00  AM,15.891,0.0163,10.320,100.000
714,09/22/17 08:00:00  AM,15.772,0.0148,13.064,100.000
715,09/22/17 09:00:00  AM,15.724,0.0177,18.319,100.000
716,09/22/17 10:00:00  AM,15.963,0.0170,22.585,100.000
717,09/22/17 11:00:00  AM,16.463,0.0170,38.700,64.400
718,09/22/17 12:00:00  PM,17.058,0.0163,41.036,37.700
719,09/22/17 01:00:00  PM,17.724,0.0155,38.560,34.700
720,09/22/17 02:00:00  PM,18.271,0.0148,24.436,57.100
721,09/22/17 03:00:00  PM,18.533,0.0148,32.665,62.800
722,09/22/17 04:00:00  PM,18.675,0.0148,32.278,39.000
723,09/22/17 05:00:00  PM,18.818,0.0134,20.865,62.100
724,09/22/17 06:00:00  PM,18.771,0.0134,18.224,75.100
725,09/22/17 07:00:00  PM,18.580,0.0126,14.649,87.900
726,09/22/17 08:00:00  PM,18.271,0.0119,12.920,94.600
727,09/22/17 09:00:00  PM,17.891,0.0126,12.268,97.100
728,09/22/17 10:00:00  PM,17.534,0.0119,11.783,98.400
729,09/22/17 11:00:00  PM,17.225,0.0126,11.565,99.100
730,09/23/17 12:00:00  AM,16.939,0.0126,11.880,99.600
731,09/23/17 01:00:00  AM,16.701,0.0126,11.443,99.900
732,09/23/17 02:00:00  AM,16.511,0.0126,11.321,100.000
733,09/23/17 03:00:00  AM,16.320,0.0126,10.834,100.000
734,09/23/17 04:00:00  AM,16.177,0.0126,10.785,100.000
735,09/23/17 05:00:00  AM,16.010,0.0126,10.834,100.000
736,09/23/17 06:00:00  AM,15.867,0.0134,10.956,100.000
737,09/23/17 07:00:00  AM,15.748,0.0134,11.346,100.000
738,09/23/17 08:00:00  AM,15.652,0.0134,14.792,100.000
739,09/23/17 09:00:00  AM,15.700,0.0141,18.961,100.000
740,09/23/17 10:00:00  AM,15.986,0.0148,26.524,89.800
741,09/23/17 11:00:00  AM,16.534,0.0148,39.971,42.800
742,09/23/17 12:00:00  PM,17.225,0.0148,42.445,29.700
743,09/23/17 01:00:00  PM,18.057,0.0148,45.750,26.500
744,09/23/17 02:00:00  PM,18.866,0.0141,30.976,39.800
745,09/23/17 03:00:00  PM,19.365,0.0141,38.588,47.600
746,09/23/17 04:00:00  PM,19.698,0.0141,39.205,31.800
747,09/23/17 05:00:00  PM,20.055,0.0126,27.825,55.300
748,09/23/17 06:00:00  PM,20.222,0.0126,24.532,71.300
749,09/23/17 07:00:00  PM,20.174,0.0119,20.198,87.300
750,09/23/17 08:00:00  PM,19.960,0.0119,18.129,94.100
751,09/23/17 09:00:00  PM,19.627,0.0119,17.486,96.900
752,09/23/17 10:00:00  PM,19.318,0.0119,16.773,98.300
753,09/23/17 11:00:00  PM,19.008,0.0119,16.368,99.100
754,09/24/17 12:00:00  AM,18.747,0.0112,15.867,99.700
755,09/24/17 01:00:00  AM,18.509,0.0119,14.984,100.000
756,09/24/17 02:00:00  AM,18.271,0.0119,14.505,100.000
757,09/24/17 03:00:00  AM,18.057,0.0119,14.529,100.000
758,09/24/17 04:00:00  AM,17.843,0.0126,14.481,100.000
759,09/24/17 05:00:00  AM,17.677,0.0126,14.314,100.000
760,09/24/17 06:00:00  AM,17.510,0.0126,14.840,100.000
761,09/24/17 07:00:00  AM,17.391,0.0126,14.649,100.000
762,09/24/17 08:00:00  AM,17.296,0.0126,17.082,100.000
763,09/24/17 09:00:00  AM,17.296,0.0134,21.939,100.000
764,09/24/17 10:00:00  AM,17.534,0.0134,25.695,98.800
765,09/24/17 11:00:00  AM,17.986,0.0134,40.746,52.100
766,09/24/17 12:00:00  PM,18.604,0.0134,44.349,34.000
767,09/24/17 01:00:00  PM,19.389,0.0134,44.104,30.600
768,09/24/17 02:00:00  PM,20.055,0.0126,30.243,51.900
769,09/24/17 03:00:00  PM,20.436,0.0119,38.616,56.400
770,09/24/17 04:00:00  PM,20.674,0.0126,38.784,33.600
771,09/24/17 05:00:00  PM,20.913,0.0112,27.333,59.600
772,09/24/17 06:00:00  PM,20.984,0.0112,24.629,74.000
773,09/24/17 07:00:00  PM,20.889,0.0105,20.722,86.800
774,09/24/17 08:00:00  PM,20.627,0.0097,18.438,93.000
775,09/24/17 09:00:00  PM,20.293,0.0097,17.486,96.000
776,09/24/17 10:00:00  PM,19.936,0.0097,16.749,97.700
777,09/24/17 11:00:00  PM,19.627,0.0097,16.272,98.700
778,09/25/17 12:00:00  AM,19.318,0.0097,16.082,99.400
779,09/25/17 01:00:00  AM,19.056,0.0097,15.724,99.900
780,09/25/17 02:00:00  AM,18.818,0.0097,15.557,100.000
781,09/25/17 03:00:00  AM,18.628,0.0097,14.984,100.000
782,09/25/17 04:00:00  AM,18.438,0.0097,15.461,100.000
783,09/25/17 05:00:00  AM,18.271,0.0105,16.153,100.000
784,09/25/17 06:00:00  AM,18.129,0.0097,13.522,100.000
785,09/25/17 07:00:00  AM,17.986,0.0105,13.305,100.000
786,09/25/17 08:00:00  AM,17.819,0.0105,16.892,100.000
787,09/25/17 09:00:00  AM,17.748,0.0112,21.127,100.000
788,09/25/17 10:00:00  AM,17.915,0.0119,26.256,99.000
789,09/25/17 11:00:00  AM,18.366,0.0112,42.238,54.000
790,09/25/17 12:00:00  PM,18.961,0.0112,38.087,37.000
791,09/25/17 01:00:00  PM,19.579,0.0112,39.008,35.100
792,09/25/17 02:00:00  PM,20.126,0.0105,28.941,54.300
793,09/25/17 03:00:00  PM,20.436,0.0105,35.797,59.100
794,09/25/17 04:00:00  PM,20.650,0.0112,35.636,40.400
795,09/25/17 05:00:00  PM,20.889,0.0097,27.210,63.200
796,09/25/17 06:00:00  PM,20.936,0.0097,22.800,75.100
797,09/25/17 07:00:00  PM,20.817,0.0090,18.343,89.100
798,09/25/17 08:00:00  PM,20.507,0.0090,16.963,95.000
