"Plot Title: pond"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 2252217, SEN S/N: 2226785, LBL: air_temp)","Voltage, V (LGR S/N: 2252217, SEN S/N: 2241280)","Current, mA (LGR S/N: 2252217, SEN S/N: 2241280)","Water Content, m³/m³ (LGR S/N: 2252217, SEN S/N: 9866284, LBL: wc_soil)","Temp, °C (LGR S/N: 2252217, SEN S/N: 10197815, LBL: temp_c)","RH, % (LGR S/N: 2252217, SEN S/N: 10197815, LBL: rh)","Batt, V (LGR S/N: 2252217)"
876,08/01/15 23:00:00,19.270,-0.2039,0.0000,0.2523,18.913,73.400,4.092
877,08/02/15 00:00:00,18.889,-0.2039,0.0000,0.2523,17.534,77.000,4.092
878,08/02/15 01:00:00,18.485,-0.2039,0.0000,0.2523,16.320,83.700,4.092
879,08/02/15 02:00:00,18.081,-0.2039,0.0000,0.2523,15.652,87.900,4.092
880,08/02/15 03:00:00,17.724,-0.2039,0.0000,0.2523,15.270,90.600,4.092
881,08/02/15 04:00:00,17.415,-0.2039,0.0000,0.2530,14.768,92.100,4.092
882,08/02/15 05:00:00,17.106,-0.2039,0.0000,0.2530,14.409,93.200,4.092
883,08/02/15 06:00:00,16.868,-0.2039,0.0000,0.2530,15.676,94.200,4.092
884,08/02/15 07:00:00,16.939,-0.2039,0.0000,0.2530,21.342,89.900,4.092
885,08/02/15 08:00:00,17.510,-0.2039,0.0000,0.2530,24.074,71.000,4.092
886,08/02/15 09:00:00,18.366,-0.2039,0.0000,0.2530,26.793,62.200,4.092
887,08/02/15 10:00:00,19.365,-0.2039,0.0000,0.2523,28.518,51.500,4.092
888,08/02/15 11:00:00,20.722,-0.2039,0.0000,0.2516,27.949,46.200,4.092
889,08/02/15 12:00:00,21.676,-0.2039,0.0000,0.2509,29.190,43.300,4.092
890,08/02/15 13:00:00,22.489,-0.2039,0.0000,0.2501,29.840,40.300,4.092
891,08/02/15 14:00:00,22.968,-0.2039,0.0000,0.2494,29.991,39.500,4.092
892,08/02/15 15:00:00,23.136,-0.2039,0.0000,0.2487,28.593,44.600,4.092
893,08/02/15 16:00:00,23.472,-0.2039,0.0000,0.2480,27.161,51.800,4.092
894,08/02/15 17:00:00,22.992,-0.2039,0.0000,0.2480,21.294,56.100,4.092
895,08/02/15 18:00:00,21.056,-0.2039,0.0000,0.2944,19.008,86.300,4.092
896,08/02/15 19:00:00,20.650,-0.2039,0.0000,0.2843,19.603,93.200,4.092
897,08/02/15 20:00:00,20.531,-0.2039,0.0000,0.2806,19.222,94.600,4.092
898,08/02/15 21:00:00,20.293,-0.2039,0.0000,0.2792,19.389,95.500,4.092
899,08/02/15 22:00:00,19.960,-0.2039,0.0000,0.3010,18.319,96.000,4.092
900,08/02/15 23:00:00,19.555,-0.2039,0.0000,0.2901,17.986,96.400,4.092
901,08/03/15 00:00:00,19.341,-0.2039,0.0000,0.2930,17.629,96.700,4.092
902,08/03/15 01:00:00,19.151,-0.2039,0.0000,0.2908,17.391,97.100,4.092
903,08/03/15 02:00:00,18.913,-0.2039,0.0000,0.2886,17.011,97.400,4.092
904,08/03/15 03:00:00,18.699,-0.2039,0.0000,0.2879,16.892,97.700,4.092
905,08/03/15 04:00:00,18.509,-0.2039,0.0000,0.2872,16.820,97.700,4.092
906,08/03/15 05:00:00,18.343,-0.2039,0.0000,0.2850,16.915,97.800,4.092
907,08/03/15 06:00:00,18.224,-0.2039,0.0000,0.2843,17.486,97.900,4.092
908,08/03/15 07:00:00,18.295,-0.2039,0.0000,0.2828,18.866,97.600,4.092
909,08/03/15 08:00:00,18.628,-0.2039,0.0000,0.2821,20.412,94.500,4.092
910,08/03/15 09:00:00,19.103,-0.2039,0.0000,0.2814,22.920,87.600,4.092
911,08/03/15 10:00:00,19.888,-0.2039,0.0000,0.2806,23.833,77.800,4.092
912,08/03/15 11:00:00,21.032,-0.2039,0.0000,0.2799,24.508,69.200,4.092
913,08/03/15 12:00:00,21.772,-0.2039,0.0000,0.2785,25.113,63.300,4.092
914,08/03/15 13:00:00,22.082,-0.2039,0.0000,0.2770,23.785,55.800,4.092
915,08/03/15 14:00:00,22.441,-0.2039,0.0000,0.2756,25.720,53.300,4.092
916,08/03/15 15:00:00,22.369,-0.2039,0.0000,0.2741,27.481,46.200,4.092
917,08/03/15 16:00:00,23.448,-0.2039,0.0000,0.2727,25.258,45.800,4.092
918,08/03/15 17:00:00,22.609,-0.2039,0.0000,0.2719,24.484,46.000,4.092
919,08/03/15 18:00:00,22.178,-0.2039,0.0000,0.2712,24.146,50.200,4.092
920,08/03/15 19:00:00,21.604,-0.2039,0.0000,0.2705,23.256,50.400,4.092
921,08/03/15 20:00:00,21.056,-0.2039,0.0000,0.2705,21.485,53.100,4.092
922,08/03/15 21:00:00,20.484,-0.2039,0.0000,0.2705,21.366,57.400,4.092
923,08/03/15 22:00:00,20.031,-0.2039,0.0000,0.2698,18.699,65.500,4.092
924,08/03/15 23:00:00,19.341,-0.2039,0.0000,0.2698,16.915,71.300,4.110
925,08/04/15 00:00:00,18.675,-0.2039,0.0000,0.2690,16.630,79.100,4.092
926,08/04/15 01:00:00,18.319,-0.2039,0.0000,0.2690,17.605,81.100,4.092
927,08/04/15 02:00:00,18.200,-0.2039,0.0000,0.2690,18.176,77.800,4.092
928,08/04/15 03:00:00,18.152,-0.2039,0.0000,0.2690,18.699,76.900,4.092
929,08/04/15 04:00:00,18.129,-0.2039,0.0000,0.2690,18.200,78.000,4.122
930,08/04/15 05:00:00,18.033,-0.2039,0.0000,0.2683,17.177,79.200,4.092
931,08/04/15 06:00:00,17.772,-0.2039,0.0000,0.2690,15.772,84.100,4.092
932,08/04/15 07:00:00,17.558,-0.2039,0.0000,0.2683,17.391,87.700,4.092
933,08/04/15 08:00:00,17.796,-0.2039,0.0000,0.2683,23.352,79.600,4.092
934,08/04/15 09:00:00,18.366,-0.2039,0.0000,0.2676,25.355,61.000,4.086
935,08/04/15 10:00:00,19.175,-0.2039,0.0000,0.2668,25.695,57.300,4.092
936,08/04/15 11:00:00,20.150,-0.2039,0.0000,0.2668,22.657,60.900,4.092
937,08/04/15 12:00:00,20.817,-0.2039,0.0000,0.2654,24.702,57.100,4.092
938,08/04/15 13:00:00,21.557,-0.2039,0.0000,0.2647,24.847,54.800,4.092
939,08/04/15 14:00:00,21.748,-0.2039,0.0000,0.2676,19.770,58.900,4.092
940,08/04/15 15:00:00,21.485,-0.2039,0.0000,0.2698,24.508,85.300,4.092
941,08/04/15 16:00:00,22.992,-0.2039,0.0000,0.2698,23.641,71.300,4.104
942,08/04/15 17:00:00,22.369,-0.2039,0.0000,0.2683,24.146,62.400,4.092
943,08/04/15 18:00:00,21.652,-0.2039,0.0000,0.2683,18.675,71.100,4.092
944,08/04/15 19:00:00,20.889,-0.2039,0.0000,0.2683,18.461,83.400,4.092
945,08/04/15 20:00:00,20.269,-0.2039,0.0000,0.2683,17.891,88.500,4.092
946,08/04/15 21:00:00,19.793,-0.2039,0.0000,0.2676,17.701,90.800,4.092
947,08/04/15 22:00:00,19.413,-0.2039,0.0000,0.2676,17.677,91.200,4.092
948,08/04/15 23:00:00,19.008,-0.2039,0.0000,0.2676,17.320,90.700,4.092
949,08/05/15 00:00:00,18.533,-0.2039,0.0000,0.2676,17.344,87.700,4.092
950,08/05/15 01:00:00,18.224,-0.2039,0.0000,0.2676,17.201,82.900,4.092
951,08/05/15 02:00:00,17.915,-0.2039,0.0000,0.2676,16.201,77.200,4.092
952,08/05/15 03:00:00,17.486,-0.2039,0.0000,0.2676,14.697,79.900,4.092
953,08/05/15 04:00:00,16.987,-0.2039,0.0000,0.2668,13.594,86.900,4.092
954,08/05/15 05:00:00,16.534,-0.2039,0.0000,0.2668,13.209,90.700,4.092
955,08/05/15 06:00:00,16.177,-0.2039,0.0000,0.2668,15.485,91.700,4.092
956,08/05/15 07:00:00,16.201,-0.2039,0.0000,0.2661,19.127,80.200,4.092
957,08/05/15 08:00:00,16.534,-0.2039,0.0000,0.2661,20.031,68.200,4.092
958,08/05/15 09:00:00,17.058,-0.2039,0.0000,0.2654,21.628,61.100,4.092
959,08/05/15 10:00:00,17.867,-0.2039,0.0000,0.2639,22.896,55.400,4.086
960,08/05/15 11:00:00,18.889,-0.2039,0.0000,0.2632,22.058,56.600,4.092
961,08/05/15 12:00:00,19.746,-0.2039,0.0000,0.2625,21.342,58.000,4.092
962,08/05/15 13:00:00,20.269,-0.2039,0.0000,0.2618,22.345,57.100,4.092
963,08/05/15 14:00:00,20.722,-0.2039,0.0000,0.2618,22.800,55.500,4.092
964,08/05/15 15:00:00,20.865,-0.2039,0.0000,0.2603,24.291,52.100,4.086
965,08/05/15 16:00:00,21.843,-0.2039,0.0000,0.2596,23.713,50.400,4.086
966,08/05/15 17:00:00,21.127,-0.2039,0.0000,0.2596,22.705,52.500,4.092
967,08/05/15 18:00:00,20.388,-0.2039,0.0000,0.2589,21.223,51.400,4.092
968,08/05/15 19:00:00,19.627,-0.2039,0.0000,0.2589,20.055,52.400,4.092
969,08/05/15 20:00:00,18.961,-0.2039,0.0000,0.2589,18.033,57.300,4.092
970,08/05/15 21:00:00,18.366,-0.2039,0.0000,0.2589,16.963,65.400,4.092
971,08/05/15 22:00:00,17.819,-0.2039,0.0000,0.2589,15.819,70.900,4.092
972,08/05/15 23:00:00,17.368,-0.2039,0.0000,0.2589,15.485,74.500,4.092
973,08/06/15 00:00:00,16.939,-0.2039,0.0000,0.2589,13.906,78.900,4.092
974,08/06/15 01:00:00,16.487,-0.2039,0.0000,0.2589,12.799,85.700,4.092
975,08/06/15 02:00:00,16.058,-0.2039,0.0000,0.2589,12.485,89.500,4.092
976,08/06/15 03:00:00,15.724,-0.2039,0.0000,0.2589,12.920,89.900,4.092
977,08/06/15 04:00:00,15.461,-0.2039,0.0000,0.2589,12.606,89.400,4.092
978,08/06/15 05:00:00,15.199,-0.2039,0.0000,0.2589,12.316,90.800,4.092
979,08/06/15 06:00:00,14.984,-0.2039,0.0000,0.2589,13.618,92.300,4.092
980,08/06/15 07:00:00,15.151,-0.2039,0.0000,0.2589,18.699,85.200,4.092
981,08/06/15 08:00:00,15.772,-0.2039,0.0000,0.2589,20.817,71.600,4.092
982,08/06/15 09:00:00,16.558,-0.2039,0.0000,0.2589,23.857,66.300,4.092
983,08/06/15 10:00:00,17.510,-0.2039,0.0000,0.2581,23.208,60.800,4.086
984,08/06/15 11:00:00,18.461,-0.2039,0.0000,0.2581,23.040,63.300,4.080
985,08/06/15 12:00:00,19.222,-0.2039,0.0000,0.2574,23.881,63.000,4.092
986,08/06/15 13:00:00,20.031,-0.2039,0.0000,0.2574,23.424,62.800,4.092
987,08/06/15 14:00:00,20.555,-0.2039,0.0000,0.2567,23.040,61.400,4.092
988,08/06/15 15:00:00,20.793,-0.2039,0.0000,0.2560,25.283,59.900,4.092
989,08/06/15 16:00:00,21.437,-0.2039,0.0000,0.2560,22.872,57.000,4.092
990,08/06/15 17:00:00,21.056,-0.2039,0.0000,0.2560,22.345,61.500,4.092
991,08/06/15 18:00:00,20.627,-0.2039,0.0000,0.2552,20.317,65.500,4.092
992,08/06/15 19:00:00,20.007,-0.2039,0.0000,0.2552,19.008,71.200,4.092
993,08/06/15 20:00:00,19.341,-0.2039,0.0000,0.2552,17.058,74.500,4.092
994,08/06/15 21:00:00,18.675,-0.2039,0.0000,0.2552,16.439,82.300,4.092
995,08/06/15 22:00:00,18.152,-0.2039,0.0000,0.2560,15.270,86.200,4.092
996,08/06/15 23:00:00,17.653,-0.2039,0.0000,0.2560,15.175,89.400,4.092
997,08/07/15 00:00:00,17.225,-0.2039,0.0000,0.2560,14.792,90.100,4.092
998,08/07/15 01:00:00,16.844,-0.2039,0.0000,0.2560,13.906,90.500,4.092
999,08/07/15 02:00:00,16.487,-0.2039,0.0000,0.2560,13.786,91.700,4.092
1000,08/07/15 03:00:00,16.177,-0.2039,0.0000,0.2574,13.858,92.500,4.092
1001,08/07/15 04:00:00,15.915,-0.2039,0.0000,0.2574,13.233,92.500,4.092
1002,08/07/15 05:00:00,15.652,-0.2039,0.0000,0.2574,13.064,93.100,4.098
1003,08/07/15 06:00:00,15.438,-0.2039,0.0000,0.2567,14.290,94.000,4.092
1004,08/07/15 07:00:00,15.533,-0.2039,0.0000,0.2567,20.865,89.300,4.092
1005,08/07/15 08:00:00,16.082,-0.2039,0.0000,0.2560,21.724,68.600,4.092
1006,08/07/15 09:00:00,16.796,-0.2039,0.0000,0.2560,22.250,64.500,4.116
1007,08/07/15 10:00:00,17.629,-0.2039,0.0000,0.2560,23.857,64.500,4.116
1008,08/07/15 11:00:00,18.866,-0.2039,0.0000,0.2552,22.058,66.400,4.086
1009,08/07/15 12:00:00,19.841,-0.2039,0.0000,0.2545,21.867,71.200,4.092
1010,08/07/15 13:00:00,20.317,-0.2039,0.0000,0.2545,22.321,73.800,4.092
1011,08/07/15 14:00:00,20.793,-0.2039,0.0000,0.2545,22.872,69.600,4.092
1012,08/07/15 15:00:00,20.531,-0.2039,0.0000,0.2530,23.617,65.000,4.086
1013,08/07/15 16:00:00,21.008,-0.2039,0.0000,0.2530,21.987,63.400,4.086
1014,08/07/15 17:00:00,20.293,-0.2039,0.0000,0.2530,21.175,66.100,4.092
1015,08/07/15 18:00:00,19.651,-0.2039,0.0000,0.2523,20.913,64.400,4.092
1016,08/07/15 19:00:00,19.151,-0.2039,0.0000,0.2523,19.960,68.800,4.092
1017,08/07/15 20:00:00,18.747,-0.2039,0.0000,0.2530,18.723,72.600,4.092
1018,08/07/15 21:00:00,18.295,-0.2039,0.0000,0.2530,17.391,78.700,4.092
1019,08/07/15 22:00:00,17.867,-0.2039,0.0000,0.2530,16.272,85.600,4.092
1020,08/07/15 23:00:00,17.463,-0.2039,0.0000,0.2538,15.796,89.900,4.110
1021,08/08/15 00:00:00,17.130,-0.2039,0.0000,0.2530,17.058,91.500,4.092
1022,08/08/15 01:00:00,16.915,-0.2039,0.0000,0.2523,15.342,89.900,4.092
1023,08/08/15 02:00:00,16.654,-0.2039,0.0000,0.2523,14.768,92.600,4.092
1024,08/08/15 03:00:00,16.392,-0.2039,0.0000,0.2538,14.433,94.300,4.098
1025,08/08/15 04:00:00,16.177,-0.2039,0.0000,0.2530,14.409,95.300,4.092
1026,08/08/15 05:00:00,16.082,-0.2039,0.0000,0.2538,14.601,95.900,4.092
1027,08/08/15 06:00:00,16.082,-0.2039,0.0000,0.2538,16.177,96.200,4.092
1028,08/08/15 07:00:00,16.201,-0.2039,0.0000,0.2538,17.415,90.500,4.092
1029,08/08/15 08:00:00,16.439,-0.2039,0.0000,0.2530,18.414,85.900,4.092
1030,08/08/15 09:00:00,17.034,-0.2039,0.0000,0.2538,19.888,84.700,4.086
1031,08/08/15 10:00:00,17.772,-0.2039,0.0000,0.2530,19.841,85.100,4.086
1032,08/08/15 11:00:00,18.533,-0.2039,0.0000,0.2509,21.413,84.400,4.086
1033,08/08/15 12:00:00,19.389,-0.2039,0.0000,0.2509,21.270,81.800,4.086
1034,08/08/15 13:00:00,19.960,-0.2039,0.0000,0.2509,21.533,80.000,4.086
1035,08/08/15 14:00:00,20.531,-0.2039,0.0000,0.2509,21.366,79.800,4.086
1036,08/08/15 15:00:00,20.770,-0.2039,0.0000,0.2501,22.513,74.400,4.086
1037,08/08/15 16:00:00,21.056,-0.2039,0.0000,0.2494,21.366,73.900,4.092
1038,08/08/15 17:00:00,20.770,-0.2039,0.0000,0.2494,20.674,75.400,4.092
1039,08/08/15 18:00:00,20.174,-0.2039,0.0000,0.2494,19.674,76.900,4.092
1040,08/08/15 19:00:00,19.627,-0.2039,0.0000,0.2494,19.103,83.500,4.092
1041,08/08/15 20:00:00,19.103,-0.2039,0.0000,0.2494,17.486,86.100,4.092
1042,08/08/15 21:00:00,18.557,-0.2039,0.0000,0.2494,16.058,89.600,4.092
1043,08/08/15 22:00:00,17.986,-0.2039,0.0000,0.2501,15.247,92.200,4.092
1044,08/08/15 23:00:00,17.510,-0.2039,0.0000,0.2501,14.888,94.100,4.092
1045,08/09/15 00:00:00,17.130,-0.2039,0.0000,0.2501,14.385,95.100,4.092
1046,08/09/15 01:00:00,16.701,-0.2039,0.0000,0.2501,14.170,95.800,4.092
1047,08/09/15 02:00:00,16.344,-0.2039,0.0000,0.2501,13.714,96.400,4.092
1048,08/09/15 03:00:00,16.010,-0.2039,0.0000,0.2501,13.233,96.800,4.092
1049,08/09/15 04:00:00,15.700,-0.2039,0.0000,0.2501,12.992,97.200,4.092
1050,08/09/15 05:00:00,15.438,-0.2039,0.0000,0.2509,12.703,97.500,4.092
1051,08/09/15 06:00:00,15.223,-0.2039,0.0000,0.2509,13.473,97.700,4.092
1052,08/09/15 07:00:00,15.294,-0.2039,0.0000,0.2509,19.199,97.000,4.092
1053,08/09/15 08:00:00,15.843,-0.2039,0.0000,0.2501,22.058,86.600,4.080
1054,08/09/15 09:00:00,16.701,-0.2039,0.0000,0.2501,22.489,69.600,4.080
1055,08/09/15 10:00:00,17.582,-0.2039,0.0000,0.2494,23.545,64.400,4.080
1056,08/09/15 11:00:00,19.222,-0.2039,0.0000,0.2494,22.753,63.300,4.080
1057,08/09/15 12:00:00,20.055,-0.2039,0.0000,0.2487,23.112,63.500,4.086
1058,08/09/15 13:00:00,20.960,-0.2039,0.0000,0.2480,23.809,60.800,4.086
1059,08/09/15 14:00:00,21.628,-0.2039,0.0000,0.2472,23.761,58.900,4.086
1060,08/09/15 15:00:00,20.936,-0.2039,0.0000,0.2465,24.363,57.400,4.092
1061,08/09/15 16:00:00,20.984,-0.2039,0.0000,0.2465,23.064,55.600,4.080
1062,08/09/15 17:00:00,20.269,-0.2039,0.0000,0.2465,21.915,58.500,4.092
1063,08/09/15 18:00:00,19.627,-0.2039,0.0000,0.2458,21.366,60.400,4.092
1064,08/09/15 19:00:00,19.151,-0.2039,0.0000,0.2458,19.936,61.600,4.092
1065,08/09/15 20:00:00,18.580,-0.2039,0.0000,0.2465,17.034,70.600,4.092
1066,08/09/15 21:00:00,17.867,-0.2039,0.0000,0.2465,15.652,79.900,4.092
1067,08/09/15 22:00:00,17.272,-0.2039,0.0000,0.2465,14.840,85.600,4.092
1068,08/09/15 23:00:00,16.796,-0.2039,0.0000,0.2465,14.337,88.800,4.092
1069,08/10/15 00:00:00,16.392,-0.2039,0.0000,0.2472,13.834,91.300,4.092
1070,08/10/15 01:00:00,16.034,-0.2039,0.0000,0.2472,13.642,92.900,4.092
1071,08/10/15 02:00:00,15.748,-0.2039,0.0000,0.2472,13.786,94.000,4.092
1072,08/10/15 03:00:00,15.533,-0.2039,0.0000,0.2472,13.329,94.600,4.092
1073,08/10/15 04:00:00,15.342,-0.2039,0.0000,0.2472,13.497,94.900,4.092
1074,08/10/15 05:00:00,15.199,-0.2039,0.0000,0.2472,13.257,94.700,4.092
1075,08/10/15 06:00:00,15.127,-0.2039,0.0000,0.2480,14.984,94.600,4.092
1076,08/10/15 07:00:00,15.390,-0.2039,0.0000,0.2480,16.606,92.400,4.086
1077,08/10/15 08:00:00,15.891,-0.2039,0.0000,0.2472,20.222,84.900,4.086
1078,08/10/15 09:00:00,16.820,-0.2039,0.0000,0.2480,22.489,74.200,4.080
1079,08/10/15 10:00:00,17.843,-0.2039,0.0000,0.2480,21.437,78.200,4.080
1080,08/10/15 11:00:00,18.652,-0.2039,0.0000,0.2472,22.274,79.800,4.086
1081,08/10/15 12:00:00,19.460,-0.2039,0.0000,0.2480,20.889,82.500,4.086
1082,08/10/15 13:00:00,19.365,-0.2039,0.0000,0.2792,18.485,89.500,4.098
1083,08/10/15 14:00:00,19.008,-0.2039,0.0000,0.3003,18.509,93.800,4.086
1084,08/10/15 15:00:00,18.961,-0.2039,0.0000,0.2923,18.628,95.300,4.086
1085,08/10/15 16:00:00,19.008,-0.2039,0.0000,0.2857,18.889,95.800,4.086
1086,08/10/15 17:00:00,19.032,-0.2039,0.0000,0.2879,18.842,96.000,4.086
1087,08/10/15 18:00:00,18.961,-0.2039,0.0000,0.2886,18.794,96.300,4.086
1088,08/10/15 19:00:00,18.913,-0.2039,0.0000,0.2865,18.271,96.700,4.086
1089,08/10/15 20:00:00,18.771,-0.2039,0.0000,0.2843,18.224,97.000,4.092
1090,08/10/15 21:00:00,18.652,-0.2039,0.0000,0.2828,18.295,97.300,4.086
1091,08/10/15 22:00:00,18.509,-0.2039,0.0000,0.2814,17.867,97.600,4.086
1092,08/10/15 23:00:00,18.295,-0.2039,0.0000,0.2799,18.010,97.800,4.092
1093,08/11/15 00:00:00,18.176,-0.2039,0.0000,0.2792,18.176,98.000,4.086
1094,08/11/15 01:00:00,18.152,-0.2039,0.0000,0.2785,18.081,98.100,4.086
1095,08/11/15 02:00:00,18.105,-0.2039,0.0000,0.2777,18.200,98.300,4.086
1096,08/11/15 03:00:00,18.105,-0.2039,0.0000,0.2770,18.033,98.400,4.092
1097,08/11/15 04:00:00,18.081,-0.2039,0.0000,0.2763,17.796,98.400,4.086
1098,08/11/15 05:00:00,17.962,-0.2039,0.0000,0.2763,16.963,98.600,4.092
1099,08/11/15 06:00:00,17.653,-0.2039,0.0000,0.2756,17.368,98.700,4.086
1100,08/11/15 07:00:00,17.605,-0.2039,0.0000,0.2748,20.222,98.200,4.086
1101,08/11/15 08:00:00,17.938,-0.2039,0.0000,0.2748,22.465,93.600,4.080
1102,08/11/15 09:00:00,18.485,-0.2039,0.0000,0.2741,23.016,80.100,4.080
1103,08/11/15 10:00:00,19.270,-0.2039,0.0000,0.2734,23.833,73.900,4.080
1104,08/11/15 11:00:00,20.984,-0.2039,0.0000,0.2727,23.665,70.400,4.080
1105,08/11/15 12:00:00,21.557,-0.2039,0.0000,0.2712,24.219,67.100,4.080
1106,08/11/15 13:00:00,22.130,-0.2039,0.0000,0.2705,25.113,67.300,4.086
1107,08/11/15 14:00:00,22.369,-0.2039,0.0000,0.2690,24.629,66.100,4.080
1108,08/11/15 15:00:00,22.058,-0.2039,0.0000,0.2676,25.744,65.300,4.080
1109,08/11/15 16:00:00,22.657,-0.2039,0.0000,0.2661,24.557,62.300,4.080
1110,08/11/15 17:00:00,21.939,-0.2039,0.0000,0.2661,23.857,63.700,4.086
1111,08/11/15 18:00:00,21.485,-0.2039,0.0000,0.2654,23.593,61.900,4.086
1112,08/11/15 19:00:00,20.889,-0.2039,0.0000,0.2654,22.250,66.700,4.086
1113,08/11/15 20:00:00,20.388,-0.2039,0.0000,0.2647,21.127,71.500,4.086
1114,08/11/15 21:00:00,19.817,-0.2039,0.0000,0.2647,20.055,76.200,4.092
1115,08/11/15 22:00:00,19.318,-0.2039,0.0000,0.2647,18.818,80.900,4.092
1116,08/11/15 23:00:00,18.842,-0.2039,0.0000,0.2647,18.057,84.700,4.092
1117,08/12/15 00:00:00,18.390,-0.2039,0.0000,0.2647,17.249,86.400,4.092
1118,08/12/15 01:00:00,17.986,-0.2039,0.0000,0.2647,16.987,88.700,4.092
1119,08/12/15 02:00:00,17.653,-0.2039,0.0000,0.2639,16.606,90.000,4.092
1120,08/12/15 03:00:00,17.368,-0.2039,0.0000,0.2639,16.296,91.200,4.086
1121,08/12/15 04:00:00,17.106,-0.2039,0.0000,0.2639,16.487,92.500,4.086
1122,08/12/15 05:00:00,17.011,-0.2039,0.0000,0.2639,17.415,92.600,4.086
1123,08/12/15 06:00:00,16.987,-0.2039,0.0000,0.2632,16.749,90.900,4.098
1124,08/12/15 07:00:00,16.939,-0.2039,0.0000,0.2632,19.651,87.300,4.086
1125,08/12/15 08:00:00,17.249,-0.2039,0.0000,0.2632,19.865,79.600,4.080
1126,08/12/15 09:00:00,17.701,-0.2039,0.0000,0.2625,20.770,76.000,4.080
1127,08/12/15 10:00:00,18.366,-0.2039,0.0000,0.2618,20.341,68.000,4.080
1128,08/12/15 11:00:00,19.222,-0.2039,0.0000,0.2610,20.960,68.600,4.080
1129,08/12/15 12:00:00,19.888,-0.2039,0.0000,0.2610,21.987,68.500,4.080
1130,08/12/15 13:00:00,20.865,-0.2039,0.0000,0.2596,22.848,57.000,4.080
1131,08/12/15 14:00:00,21.270,-0.2039,0.0000,0.2589,23.304,43.900,4.080
1132,08/12/15 15:00:00,20.246,-0.2039,0.0000,0.2581,23.785,42.600,4.080
1133,08/12/15 16:00:00,20.698,-0.2039,0.0000,0.2574,22.585,45.300,4.080
1134,08/12/15 17:00:00,19.888,-0.2039,0.0000,0.2567,21.819,48.100,4.110
1135,08/12/15 18:00:00,19.199,-0.2039,0.0000,0.2560,21.246,46.700,4.080
1136,08/12/15 19:00:00,18.485,-0.2039,0.0000,0.2560,19.698,46.700,4.086
1137,08/12/15 20:00:00,17.867,-0.2039,0.0000,0.2560,18.105,51.100,4.086
1138,08/12/15 21:00:00,17.272,-0.2039,0.0000,0.2560,16.725,66.100,4.092
1139,08/12/15 22:00:00,16.773,-0.2039,0.0000,0.2560,15.796,70.200,4.092
1140,08/12/15 23:00:00,16.296,-0.2039,0.0000,0.2560,14.026,76.700,4.086
1141,08/13/15 00:00:00,15.796,-0.2039,0.0000,0.2560,13.137,82.700,4.092
1142,08/13/15 01:00:00,15.366,-0.2039,0.0000,0.2560,13.137,85.000,4.086
1143,08/13/15 02:00:00,15.031,-0.2039,0.0000,0.2560,12.847,84.100,4.086
1144,08/13/15 03:00:00,14.721,-0.2039,0.0000,0.2560,12.243,84.900,4.086
1145,08/13/15 04:00:00,14.409,-0.2039,0.0000,0.2560,11.613,87.000,4.086
1146,08/13/15 05:00:00,14.146,-0.2039,0.0000,0.2560,11.346,88.700,4.086
1147,08/13/15 06:00:00,13.954,-0.2039,0.0000,0.2560,12.025,90.400,4.086
1148,08/13/15 07:00:00,14.074,-0.2039,0.0000,0.2560,18.580,83.500,4.080
1149,08/13/15 08:00:00,14.673,-0.2039,0.0000,0.2552,21.652,63.800,4.080
1150,08/13/15 09:00:00,15.533,-0.2039,0.0000,0.2552,23.761,55.100,4.080
1151,08/13/15 10:00:00,16.654,-0.2039,0.0000,0.2545,25.987,53.900,4.080
1152,08/13/15 11:00:00,18.628,-0.2039,0.0000,0.2545,24.026,54.500,4.080
1153,08/13/15 12:00:00,19.698,-0.2039,0.0000,0.2538,24.847,57.000,4.080
1154,08/13/15 13:00:00,20.674,-0.2039,0.0000,0.2530,26.598,54.400,4.080
1155,08/13/15 14:00:00,21.867,-0.2039,0.0000,0.2523,26.891,54.700,4.080
1156,08/13/15 15:00:00,22.154,-0.2039,0.0000,0.2516,27.456,58.000,4.080
1157,08/13/15 16:00:00,22.705,-0.2039,0.0000,0.2516,26.182,56.300,4.080
1158,08/13/15 17:00:00,22.561,-0.2039,0.0000,0.2509,26.085,60.800,4.080
1159,08/13/15 18:00:00,22.106,-0.2039,0.0000,0.2509,25.695,64.800,4.080
1160,08/13/15 19:00:00,21.604,-0.2039,0.0000,0.2509,24.195,67.200,4.086
1161,08/13/15 20:00:00,21.056,-0.2039,0.0000,0.2509,23.064,71.500,4.086
1162,08/13/15 21:00:00,20.507,-0.2039,0.0000,0.2509,22.298,74.100,4.086
1163,08/13/15 22:00:00,20.103,-0.2039,0.0000,0.2509,21.939,76.100,4.086
1164,08/13/15 23:00:00,19.865,-0.2039,0.0000,0.2516,21.772,77.100,4.080
1165,08/14/15 00:00:00,19.579,-0.2039,0.0000,0.2516,21.127,80.500,4.086
1166,08/14/15 01:00:00,19.413,-0.2039,0.0000,0.2516,21.199,83.100,4.080
1167,08/14/15 02:00:00,19.318,-0.2039,0.0000,0.2516,21.199,84.100,4.080
1168,08/14/15 03:00:00,19.222,-0.2039,0.0000,0.2516,20.817,85.700,4.080
1169,08/14/15 04:00:00,19.103,-0.2039,0.0000,0.2516,20.674,87.400,4.080
