"Plot Title: pond"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2252217, SEN S/N: 2226785, LBL: soiltemp)","Water Content, m³/m³ (LGR S/N: 2252217, SEN S/N: 9866284, LBL: wc_soil)","Temp, °C (LGR S/N: 2252217, SEN S/N: 10197815, LBL: airtemp)","RH, % (LGR S/N: 2252217, SEN S/N: 10197815, LBL: rh)"
378,09/08/17 08:00:00  AM,13.257,0.3271,12.437,91.800
379,09/08/17 09:00:00  AM,13.329,0.3271,13.209,88.600
380,09/08/17 10:00:00  AM,13.522,0.3271,15.247,82.900
381,09/08/17 11:00:00  AM,13.762,0.3279,16.987,75.600
382,09/08/17 12:00:00  PM,14.290,0.3279,15.414,68.700
383,09/08/17 01:00:00  PM,14.792,0.3271,17.320,69.800
384,09/08/17 02:00:00  PM,15.318,0.3286,15.605,72.900
385,09/08/17 03:00:00  PM,15.629,0.3286,17.582,75.300
386,09/08/17 04:00:00  PM,15.796,0.3279,17.677,62.000
387,09/08/17 05:00:00  PM,15.939,0.3286,17.201,61.300
388,09/08/17 06:00:00  PM,15.796,0.3271,16.320,60.800
389,09/08/17 07:00:00  PM,15.414,0.3279,14.529,62.300
390,09/08/17 08:00:00  PM,14.960,0.3279,13.281,64.700
391,09/08/17 09:00:00  PM,14.505,0.3271,12.413,70.200
392,09/08/17 10:00:00  PM,14.146,0.3271,11.662,76.700
393,09/08/17 11:00:00  PM,13.834,0.3264,9.928,82.100
394,09/09/17 12:00:00  AM,13.497,0.3257,8.965,86.900
395,09/09/17 01:00:00  AM,13.137,0.3257,8.990,90.200
396,09/09/17 02:00:00  AM,12.847,0.3257,9.015,91.900
397,09/09/17 03:00:00  AM,12.606,0.3250,7.720,92.800
398,09/09/17 04:00:00  AM,12.316,0.3250,6.889,93.500
399,09/09/17 05:00:00  AM,12.001,0.3250,6.788,94.100
400,09/09/17 06:00:00  AM,11.710,0.3250,6.560,94.700
401,09/09/17 07:00:00  AM,11.443,0.3250,6.331,95.100
402,09/09/17 08:00:00  AM,11.224,0.3242,7.845,95.400
403,09/09/17 09:00:00  AM,11.175,0.3242,11.200,94.900
404,09/09/17 10:00:00  AM,11.273,0.3242,13.425,80.300
405,09/09/17 11:00:00  AM,11.467,0.3242,15.700,66.100
406,09/09/17 12:00:00  PM,11.856,0.3250,15.199,58.600
407,09/09/17 01:00:00  PM,12.534,0.3242,16.177,57.500
408,09/09/17 02:00:00  PM,14.050,0.3250,16.820,54.600
409,09/09/17 03:00:00  PM,14.840,0.3235,16.963,54.000
410,09/09/17 04:00:00  PM,14.745,0.3242,17.629,52.900
411,09/09/17 05:00:00  PM,14.673,0.3235,17.534,54.100
412,09/09/17 06:00:00  PM,14.649,0.3242,16.106,59.600
413,09/09/17 07:00:00  PM,14.529,0.3235,14.433,67.700
414,09/09/17 08:00:00  PM,14.290,0.3242,12.703,74.400
415,09/09/17 09:00:00  PM,13.954,0.3235,13.810,74.000
416,09/09/17 10:00:00  PM,13.642,0.3235,12.413,67.800
417,09/09/17 11:00:00  PM,13.353,0.3235,11.248,71.800
418,09/10/17 12:00:00  AM,13.064,0.3228,10.173,75.800
419,09/10/17 01:00:00  AM,12.799,0.3228,8.965,82.200
420,09/10/17 02:00:00  AM,12.485,0.3228,8.469,86.700
421,09/10/17 03:00:00  AM,12.195,0.3228,8.170,89.100
422,09/10/17 04:00:00  AM,11.929,0.3220,7.920,90.200
423,09/10/17 05:00:00  AM,11.686,0.3228,7.469,91.300
424,09/10/17 06:00:00  AM,11.467,0.3228,7.293,92.300
425,09/10/17 07:00:00  AM,11.248,0.3220,7.142,93.100
426,09/10/17 08:00:00  AM,11.078,0.3220,9.064,93.700
427,09/10/17 09:00:00  AM,11.078,0.3228,12.534,92.900
428,09/10/17 10:00:00  AM,11.321,0.3228,15.700,78.200
429,09/10/17 11:00:00  AM,11.710,0.3228,18.319,59.300
430,09/10/17 12:00:00  PM,12.243,0.3228,17.486,51.600
431,09/10/17 01:00:00  PM,12.871,0.3228,18.913,51.700
432,09/10/17 02:00:00  PM,14.433,0.3235,18.247,54.000
433,09/10/17 03:00:00  PM,15.223,0.3235,17.582,56.300
434,09/10/17 04:00:00  PM,15.223,0.3242,17.463,56.600
435,09/10/17 05:00:00  PM,15.103,0.3242,17.153,58.900
436,09/10/17 06:00:00  PM,14.936,0.3250,15.700,61.400
437,09/10/17 07:00:00  PM,14.649,0.3242,14.433,64.700
438,09/10/17 08:00:00  PM,14.314,0.3242,12.122,70.900
439,09/10/17 09:00:00  PM,13.906,0.3242,11.102,77.900
440,09/10/17 10:00:00  PM,13.497,0.3242,10.247,83.700
441,09/10/17 11:00:00  PM,13.137,0.3235,9.682,87.500
442,09/11/17 12:00:00  AM,12.823,0.3235,9.089,89.900
443,09/11/17 01:00:00  AM,12.534,0.3235,8.742,91.400
444,09/11/17 02:00:00  AM,12.268,0.3235,8.742,92.600
445,09/11/17 03:00:00  AM,12.025,0.3235,8.444,93.400
446,09/11/17 04:00:00  AM,11.807,0.3242,8.319,94.000
447,09/11/17 05:00:00  AM,11.637,0.3235,7.895,94.500
448,09/11/17 06:00:00  AM,11.443,0.3235,7.645,94.900
449,09/11/17 07:00:00  AM,11.248,0.3235,7.368,95.100
450,09/11/17 08:00:00  AM,11.102,0.3235,9.262,95.300
451,09/11/17 09:00:00  AM,11.102,0.3235,12.654,94.800
452,09/11/17 10:00:00  AM,11.297,0.3235,16.606,84.400
453,09/11/17 11:00:00  AM,11.734,0.3235,20.388,66.900
454,09/11/17 12:00:00  PM,12.340,0.3235,19.532,55.600
455,09/11/17 01:00:00  PM,13.064,0.3250,21.891,51.300
456,09/11/17 02:00:00  PM,14.625,0.3250,21.461,49.400
457,09/11/17 03:00:00  PM,15.485,0.3250,19.984,50.700
458,09/11/17 04:00:00  PM,15.581,0.3250,20.436,53.700
459,09/11/17 05:00:00  PM,15.605,0.3250,19.579,55.600
460,09/11/17 06:00:00  PM,15.605,0.3250,18.105,61.500
461,09/11/17 07:00:00  PM,15.485,0.3250,16.558,69.400
462,09/11/17 08:00:00  PM,15.199,0.3250,13.954,76.000
463,09/11/17 09:00:00  PM,14.792,0.3250,13.233,83.400
464,09/11/17 10:00:00  PM,14.409,0.3250,12.171,87.800
465,09/11/17 11:00:00  PM,14.074,0.3250,11.783,90.500
466,09/12/17 12:00:00  AM,13.762,0.3250,11.175,92.200
467,09/12/17 01:00:00  AM,13.497,0.3242,11.102,93.400
468,09/12/17 02:00:00  AM,13.257,0.3242,10.271,94.200
469,09/12/17 03:00:00  AM,13.016,0.3242,10.296,94.800
470,09/12/17 04:00:00  AM,12.799,0.3242,9.805,95.300
471,09/12/17 05:00:00  AM,12.582,0.3235,9.188,95.700
472,09/12/17 06:00:00  AM,12.364,0.3235,8.866,96.000
473,09/12/17 07:00:00  AM,12.147,0.3235,8.494,96.300
474,09/12/17 08:00:00  AM,11.953,0.3235,10.394,96.500
475,09/12/17 09:00:00  AM,11.904,0.3242,13.425,96.300
476,09/12/17 10:00:00  AM,12.098,0.3235,17.344,95.700
477,09/12/17 11:00:00  AM,12.509,0.3235,22.800,74.500
478,09/12/17 12:00:00  PM,13.137,0.3242,21.867,57.200
479,09/12/17 01:00:00  PM,13.930,0.3250,25.089,59.500
480,09/12/17 02:00:00  PM,15.557,0.3250,24.050,53.300
481,09/12/17 03:00:00  PM,16.487,0.3250,22.896,56.400
482,09/12/17 04:00:00  PM,16.677,0.3257,22.920,57.000
483,09/12/17 05:00:00  PM,16.725,0.3257,22.058,57.800
484,09/12/17 06:00:00  PM,16.654,0.3257,20.674,60.600
485,09/12/17 07:00:00  PM,16.487,0.3257,18.438,64.800
486,09/12/17 08:00:00  PM,16.201,0.3264,16.034,72.200
487,09/12/17 09:00:00  PM,15.796,0.3257,14.792,79.600
488,09/12/17 10:00:00  PM,15.366,0.3257,13.810,84.000
489,09/12/17 11:00:00  PM,15.008,0.3257,13.137,87.400
490,09/13/17 12:00:00  AM,14.673,0.3257,12.823,89.800
491,09/13/17 01:00:00  AM,14.385,0.3250,12.268,91.200
492,09/13/17 02:00:00  AM,14.098,0.3257,11.783,91.600
493,09/13/17 03:00:00  AM,13.810,0.3250,11.224,92.500
494,09/13/17 04:00:00  AM,13.570,0.3228,10.834,93.500
495,09/13/17 05:00:00  AM,13.329,0.3220,10.785,94.200
496,09/13/17 06:00:00  AM,13.112,0.3213,10.687,94.900
497,09/13/17 07:00:00  AM,12.920,0.3213,10.687,95.300
498,09/13/17 08:00:00  AM,12.799,0.3220,12.292,95.600
499,09/13/17 09:00:00  AM,12.823,0.3213,15.438,95.600
500,09/13/17 10:00:00  AM,13.185,0.3213,18.081,94.900
501,09/13/17 11:00:00  AM,13.882,0.3220,22.441,87.300
502,09/13/17 12:00:00  PM,14.697,0.3220,21.390,74.000
503,09/13/17 01:00:00  PM,15.414,0.3228,22.753,70.100
504,09/13/17 02:00:00  PM,16.606,0.3228,23.352,69.300
505,09/13/17 03:00:00  PM,17.368,0.3228,22.944,71.400
506,09/13/17 04:00:00  PM,17.605,0.3235,22.441,69.500
507,09/13/17 05:00:00  PM,17.677,0.3242,21.294,71.100
508,09/13/17 06:00:00  PM,17.510,0.3235,19.984,73.300
509,09/13/17 07:00:00  PM,17.296,0.3235,19.008,79.500
510,09/13/17 08:00:00  PM,17.058,0.3235,17.724,84.800
511,09/13/17 09:00:00  PM,16.773,0.3235,17.344,89.800
512,09/13/17 10:00:00  PM,16.511,0.3242,16.630,92.300
513,09/13/17 11:00:00  PM,16.272,0.3235,15.939,93.600
514,09/14/17 12:00:00  AM,16.010,0.3235,15.461,94.500
515,09/14/17 01:00:00  AM,15.772,0.3235,15.223,95.100
516,09/14/17 02:00:00  AM,15.581,0.3228,15.008,95.600
517,09/14/17 03:00:00  AM,15.414,0.3220,15.103,96.000
518,09/14/17 04:00:00  AM,15.318,0.3228,14.792,96.300
519,09/14/17 05:00:00  AM,15.199,0.3228,14.697,96.500
520,09/14/17 06:00:00  AM,15.079,0.3220,14.385,96.700
521,09/14/17 07:00:00  AM,14.912,0.3220,14.385,97.000
522,09/14/17 08:00:00  AM,14.792,0.3220,15.867,97.100
523,09/14/17 09:00:00  AM,14.912,0.3228,17.915,96.900
524,09/14/17 10:00:00  AM,15.199,0.3228,21.175,96.600
525,09/14/17 11:00:00  AM,15.676,0.3228,25.137,91.100
526,09/14/17 12:00:00  PM,16.272,0.3235,25.210,71.500
527,09/14/17 01:00:00  PM,16.915,0.3235,27.727,62.900
528,09/14/17 02:00:00  PM,18.533,0.3242,27.702,55.900
529,09/14/17 03:00:00  PM,19.413,0.3242,26.695,56.600
530,09/14/17 04:00:00  PM,19.603,0.3250,27.407,56.200
531,09/14/17 05:00:00  PM,19.627,0.3250,26.573,55.300
532,09/14/17 06:00:00  PM,19.603,0.3250,25.574,57.000
533,09/14/17 07:00:00  PM,19.413,0.3257,24.436,59.800
534,09/14/17 08:00:00  PM,19.151,0.3257,22.106,64.500
535,09/14/17 09:00:00  PM,18.794,0.3250,21.246,71.200
536,09/14/17 10:00:00  PM,18.509,0.3257,21.509,77.100
537,09/14/17 11:00:00  PM,18.295,0.3257,19.746,81.600
538,09/15/17 12:00:00  AM,18.033,0.3250,18.913,86.700
539,09/15/17 01:00:00  AM,17.772,0.3250,18.985,89.200
540,09/15/17 02:00:00  AM,17.605,0.3250,18.200,89.300
541,09/15/17 03:00:00  AM,17.391,0.3242,17.510,89.800
542,09/15/17 04:00:00  AM,17.153,0.3242,16.868,90.900
543,09/15/17 05:00:00  AM,16.915,0.3242,16.296,91.900
544,09/15/17 06:00:00  AM,16.654,0.3242,15.796,92.900
545,09/15/17 07:00:00  AM,16.415,0.3264,15.557,93.900
546,09/15/17 08:00:00  AM,16.201,0.3264,16.773,94.400
547,09/15/17 09:00:00  AM,16.153,0.3264,19.199,94.400
548,09/15/17 10:00:00  AM,16.344,0.3264,21.819,87.300
549,09/15/17 11:00:00  AM,16.749,0.3271,24.919,75.100
550,09/15/17 12:00:00  PM,17.344,0.3271,25.501,66.600
551,09/15/17 01:00:00  PM,18.081,0.3279,27.456,63.700
552,09/15/17 02:00:00  PM,19.127,0.3279,26.231,61.800
553,09/15/17 03:00:00  PM,19.817,0.3286,25.453,65.400
554,09/15/17 04:00:00  PM,20.103,0.3286,25.137,66.100
555,09/15/17 05:00:00  PM,20.150,0.3293,25.258,66.400
556,09/15/17 06:00:00  PM,20.126,0.3293,23.785,69.000
557,09/15/17 07:00:00  PM,19.936,0.3286,21.939,74.700
558,09/15/17 08:00:00  PM,19.579,0.3286,19.793,80.600
559,09/15/17 09:00:00  PM,19.103,0.3286,18.866,85.400
560,09/15/17 10:00:00  PM,18.699,0.3279,18.818,88.600
561,09/15/17 11:00:00  PM,18.343,0.3279,18.747,89.700
562,09/16/17 12:00:00  AM,18.033,0.3279,17.867,89.800
563,09/16/17 01:00:00  AM,17.748,0.3279,17.177,91.300
564,09/16/17 02:00:00  AM,17.463,0.3279,16.606,92.500
565,09/16/17 03:00:00  AM,17.201,0.3271,16.082,93.500
566,09/16/17 04:00:00  AM,16.939,0.3271,15.342,94.100
567,09/16/17 05:00:00  AM,16.654,0.3264,14.864,94.700
568,09/16/17 06:00:00  AM,16.392,0.3279,14.505,95.300
569,09/16/17 07:00:00  AM,16.153,0.3286,14.242,95.700
570,09/16/17 08:00:00  AM,15.939,0.3279,15.294,96.000
571,09/16/17 09:00:00  AM,15.867,0.3279,17.486,96.100
572,09/16/17 10:00:00  AM,16.058,0.3279,20.460,95.900
573,09/16/17 11:00:00  AM,16.463,0.3286,24.726,86.600
574,09/16/17 12:00:00  PM,17.058,0.3286,25.016,63.400
575,09/16/17 01:00:00  PM,17.772,0.3293,27.801,59.300
576,09/16/17 02:00:00  PM,19.103,0.3293,26.304,57.000
577,09/16/17 03:00:00  PM,19.936,0.3300,25.647,60.200
578,09/16/17 04:00:00  PM,20.150,0.3300,25.380,61.900
579,09/16/17 05:00:00  PM,20.103,0.3308,25.113,63.400
580,09/16/17 06:00:00  PM,19.984,0.3300,23.521,68.000
581,09/16/17 07:00:00  PM,19.746,0.3308,21.795,71.700
582,09/16/17 08:00:00  PM,19.389,0.3300,19.175,78.800
583,09/16/17 09:00:00  PM,18.913,0.3300,18.057,84.600
584,09/16/17 10:00:00  PM,18.461,0.3300,17.225,88.100
585,09/16/17 11:00:00  PM,18.033,0.3293,16.654,90.700
586,09/17/17 12:00:00  AM,17.677,0.3293,16.249,92.400
587,09/17/17 01:00:00  AM,17.344,0.3286,15.843,93.600
588,09/17/17 02:00:00  AM,17.058,0.3286,15.557,94.400
589,09/17/17 03:00:00  AM,16.796,0.3286,15.199,95.000
590,09/17/17 04:00:00  AM,16.558,0.3286,15.294,95.600
591,09/17/17 05:00:00  AM,16.368,0.3279,14.768,95.900
592,09/17/17 06:00:00  AM,16.177,0.3279,14.721,96.200
593,09/17/17 07:00:00  AM,16.010,0.3279,14.697,96.500
594,09/17/17 08:00:00  AM,15.867,0.3279,15.318,96.700
595,09/17/17 09:00:00  AM,15.843,0.3279,17.677,96.700
596,09/17/17 10:00:00  AM,16.177,0.3286,20.531,96.500
597,09/17/17 11:00:00  AM,16.773,0.3293,22.776,96.000
598,09/17/17 12:00:00  PM,17.368,0.3300,23.689,87.900
599,09/17/17 01:00:00  PM,18.033,0.3300,26.182,79.600
600,09/17/17 02:00:00  PM,19.341,0.3308,26.475,71.000
601,09/17/17 03:00:00  PM,20.341,0.3308,25.016,71.600
602,09/17/17 04:00:00  PM,20.460,0.3308,23.930,75.600
603,09/17/17 05:00:00  PM,20.293,0.3315,23.424,77.800
604,09/17/17 06:00:00  PM,20.103,0.3322,22.250,81.000
605,09/17/17 07:00:00  PM,19.841,0.3322,20.960,84.900
606,09/17/17 08:00:00  PM,19.508,0.3322,19.651,88.500
607,09/17/17 09:00:00  PM,19.103,0.3322,18.794,91.800
608,09/17/17 10:00:00  PM,18.723,0.3315,18.129,93.600
609,09/17/17 11:00:00  PM,18.366,0.3315,17.772,94.600
610,09/18/17 12:00:00  AM,18.057,0.3315,17.344,95.300
611,09/18/17 01:00:00  AM,17.772,0.3315,17.034,95.800
612,09/18/17 02:00:00  AM,17.510,0.3315,16.773,96.100
613,09/18/17 03:00:00  AM,17.296,0.3308,16.558,96.500
614,09/18/17 04:00:00  AM,17.082,0.3308,15.843,96.800
615,09/18/17 05:00:00  AM,16.892,0.3308,15.963,97.000
616,09/18/17 06:00:00  AM,16.725,0.3308,15.366,97.200
617,09/18/17 07:00:00  AM,16.534,0.3308,15.438,97.300
618,09/18/17 08:00:00  AM,16.392,0.3308,16.654,97.400
619,09/18/17 09:00:00  AM,16.415,0.3300,19.508,97.200
620,09/18/17 10:00:00  AM,16.796,0.3308,20.841,97.100
621,09/18/17 11:00:00  AM,17.272,0.3315,23.088,96.900
622,09/18/17 12:00:00  PM,17.891,0.3322,23.809,95.400
623,09/18/17 01:00:00  PM,18.533,0.3322,24.895,85.400
624,09/18/17 02:00:00  PM,19.341,0.3322,25.525,79.100
625,09/18/17 03:00:00  PM,20.103,0.3329,25.720,77.900
626,09/18/17 04:00:00  PM,20.507,0.3337,25.939,77.500
627,09/18/17 05:00:00  PM,20.650,0.3329,24.968,76.200
628,09/18/17 06:00:00  PM,20.579,0.3329,22.872,80.000
629,09/18/17 07:00:00  PM,20.293,0.3337,21.437,83.100
630,09/18/17 08:00:00  PM,19.936,0.3329,20.579,88.300
631,09/18/17 09:00:00  PM,19.579,0.3329,21.604,91.100
632,09/18/17 10:00:00  PM,19.341,0.3329,20.817,88.700
633,09/18/17 11:00:00  PM,19.127,0.3329,20.388,90.000
634,09/19/17 12:00:00  AM,18.937,0.3322,19.532,91.400
635,09/19/17 01:00:00  AM,18.699,0.3322,19.151,93.300
636,09/19/17 02:00:00  AM,18.533,0.3322,19.056,94.200
637,09/19/17 03:00:00  AM,18.390,0.3322,19.389,94.900
638,09/19/17 04:00:00  AM,18.295,0.3322,19.389,95.200
639,09/19/17 05:00:00  AM,18.247,0.3322,18.961,95.300
640,09/19/17 06:00:00  AM,18.152,0.3322,18.390,95.300
641,09/19/17 07:00:00  AM,18.010,0.3322,18.438,95.600
642,09/19/17 08:00:00  AM,17.915,0.3322,20.031,95.900
643,09/19/17 09:00:00  AM,18.057,0.3322,21.056,95.400
644,09/19/17 10:00:00  AM,18.343,0.3322,22.441,91.900
645,09/19/17 11:00:00  AM,18.723,0.3329,24.871,86.200
646,09/19/17 12:00:00  PM,19.199,0.3329,25.137,80.200
647,09/19/17 01:00:00  PM,19.746,0.3329,25.404,79.600
648,09/19/17 02:00:00  PM,20.603,0.3337,24.532,78.900
649,09/19/17 03:00:00  PM,21.199,0.3337,24.122,77.400
650,09/19/17 04:00:00  PM,21.103,0.3337,24.219,76.300
651,09/19/17 05:00:00  PM,20.936,0.3337,24.098,75.700
652,09/19/17 06:00:00  PM,20.817,0.3337,22.657,75.900
653,09/19/17 07:00:00  PM,20.603,0.3337,22.034,80.600
654,09/19/17 08:00:00  PM,20.317,0.3329,20.865,87.100
655,09/19/17 09:00:00  PM,19.984,0.3337,20.770,90.500
656,09/19/17 10:00:00  PM,19.746,0.3329,20.507,92.800
657,09/19/17 11:00:00  PM,19.579,0.3329,19.651,94.100
658,09/20/17 12:00:00  AM,19.341,0.3329,18.794,94.900
659,09/20/17 01:00:00  AM,19.032,0.3322,18.319,95.500
660,09/20/17 02:00:00  AM,18.747,0.3322,17.796,95.900
661,09/20/17 03:00:00  AM,18.485,0.3322,17.344,96.300
662,09/20/17 04:00:00  AM,18.200,0.3322,16.820,96.600
663,09/20/17 05:00:00  AM,17.938,0.3315,16.582,96.900
664,09/20/17 06:00:00  AM,17.701,0.3308,16.249,97.100
665,09/20/17 07:00:00  AM,17.463,0.3308,15.867,97.300
666,09/20/17 08:00:00  AM,17.249,0.3308,17.653,97.400
667,09/20/17 09:00:00  AM,17.296,0.3308,19.984,97.400
668,09/20/17 10:00:00  AM,17.677,0.3308,20.674,97.200
669,09/20/17 11:00:00  AM,18.200,0.3315,24.243,96.600
670,09/20/17 12:00:00  PM,18.604,0.3315,24.171,86.700
671,09/20/17 01:00:00  PM,19.103,0.3322,25.647,79.100
672,09/20/17 02:00:00  PM,20.293,0.3329,25.258,78.400
673,09/20/17 03:00:00  PM,20.936,0.3329,23.304,81.200
674,09/20/17 04:00:00  PM,20.770,0.3329,22.657,83.700
675,09/20/17 05:00:00  PM,20.531,0.3329,22.321,85.300
676,09/20/17 06:00:00  PM,20.293,0.3329,22.321,83.700
677,09/20/17 07:00:00  PM,20.031,0.3329,21.127,82.900
678,09/20/17 08:00:00  PM,19.698,0.3322,19.246,86.600
679,09/20/17 09:00:00  PM,19.294,0.3322,18.176,90.800
680,09/20/17 10:00:00  PM,18.913,0.3315,17.558,92.800
681,09/20/17 11:00:00  PM,18.557,0.3315,17.034,94.000
682,09/21/17 12:00:00  AM,18.247,0.3308,16.511,94.800
683,09/21/17 01:00:00  AM,17.938,0.3308,16.034,95.200
684,09/21/17 02:00:00  AM,17.653,0.3308,15.963,95.800
685,09/21/17 03:00:00  AM,17.415,0.3308,15.986,96.200
686,09/21/17 04:00:00  AM,17.201,0.3300,15.819,96.500
687,09/21/17 05:00:00  AM,17.034,0.3300,15.270,96.800
688,09/21/17 06:00:00  AM,16.844,0.3300,14.912,97.000
689,09/21/17 07:00:00  AM,16.654,0.3300,14.840,97.200
690,09/21/17 08:00:00  AM,16.487,0.3300,15.724,97.300
691,09/21/17 09:00:00  AM,16.439,0.3293,18.033,97.300
692,09/21/17 10:00:00  AM,16.582,0.3300,20.603,97.200
693,09/21/17 11:00:00  AM,16.939,0.3300,25.210,96.100
694,09/21/17 12:00:00  PM,17.439,0.3300,24.026,78.700
695,09/21/17 01:00:00  PM,18.057,0.3308,26.280,73.000
696,09/21/17 02:00:00  PM,19.413,0.3308,25.186,67.000
697,09/21/17 03:00:00  PM,20.222,0.3308,25.186,70.600
698,09/21/17 04:00:00  PM,20.198,0.3308,24.243,70.900
699,09/21/17 05:00:00  PM,19.984,0.3308,23.881,69.800
700,09/21/17 06:00:00  PM,19.770,0.3315,23.232,71.900
701,09/21/17 07:00:00  PM,19.555,0.3308,21.461,74.700
702,09/21/17 08:00:00  PM,19.246,0.3308,20.031,80.800
703,09/21/17 09:00:00  PM,18.889,0.3308,18.485,86.400
704,09/21/17 10:00:00  PM,18.557,0.3308,17.938,90.400
705,09/21/17 11:00:00  PM,18.247,0.3308,17.486,92.600
706,09/22/17 12:00:00  AM,17.962,0.3300,17.201,93.900
707,09/22/17 01:00:00  AM,17.724,0.3300,16.892,94.800
708,09/22/17 02:00:00  AM,17.534,0.3300,16.534,95.400
709,09/22/17 03:00:00  AM,17.344,0.3300,16.153,95.900
710,09/22/17 04:00:00  AM,17.153,0.3293,15.796,96.300
711,09/22/17 05:00:00  AM,16.963,0.3293,15.819,96.600
712,09/22/17 06:00:00  AM,16.820,0.3293,15.438,96.800
713,09/22/17 07:00:00  AM,16.654,0.3293,15.366,97.100
714,09/22/17 08:00:00  AM,16.511,0.3293,16.034,97.200
715,09/22/17 09:00:00  AM,16.463,0.3293,18.247,97.200
716,09/22/17 10:00:00  AM,16.606,0.3293,20.555,97.100
717,09/22/17 11:00:00  AM,16.963,0.3293,24.798,93.000
718,09/22/17 12:00:00  PM,17.415,0.3300,25.040,71.900
719,09/22/17 01:00:00  PM,17.962,0.3300,26.965,65.400
720,09/22/17 02:00:00  PM,19.199,0.3300,24.798,61.200
721,09/22/17 03:00:00  PM,19.912,0.3308,24.581,66.000
722,09/22/17 04:00:00  PM,19.960,0.3308,23.785,66.100
723,09/22/17 05:00:00  PM,19.770,0.3308,23.352,62.700
724,09/22/17 06:00:00  PM,19.508,0.3300,21.939,61.100
725,09/22/17 07:00:00  PM,19.175,0.3300,20.627,63.200
726,09/22/17 08:00:00  PM,18.794,0.3300,18.628,68.700
727,09/22/17 09:00:00  PM,18.390,0.3293,17.867,76.000
728,09/22/17 10:00:00  PM,18.033,0.3293,17.130,80.900
729,09/22/17 11:00:00  PM,17.701,0.3293,16.773,84.400
730,09/23/17 12:00:00  AM,17.439,0.3286,16.415,87.000
731,09/23/17 01:00:00  AM,17.177,0.3286,15.891,87.500
732,09/23/17 02:00:00  AM,16.963,0.3286,15.819,88.100
733,09/23/17 03:00:00  AM,16.749,0.3286,15.819,89.000
734,09/23/17 04:00:00  AM,16.582,0.3286,15.223,89.800
735,09/23/17 05:00:00  AM,16.415,0.3279,15.175,90.100
736,09/23/17 06:00:00  AM,16.249,0.3286,14.984,90.400
737,09/23/17 07:00:00  AM,16.106,0.3279,15.247,91.100
738,09/23/17 08:00:00  AM,16.010,0.3279,16.677,91.100
739,09/23/17 09:00:00  AM,16.058,0.3286,19.841,90.600
740,09/23/17 10:00:00  AM,16.368,0.3279,24.508,78.200
741,09/23/17 11:00:00  AM,16.987,0.3286,28.841,62.200
742,09/23/17 12:00:00  PM,17.605,0.3286,29.165,52.600
743,09/23/17 01:00:00  PM,18.366,0.3293,33.079,46.800
744,09/23/17 02:00:00  PM,19.817,0.3300,31.281,46.600
745,09/23/17 03:00:00  PM,20.746,0.3308,31.281,47.800
746,09/23/17 04:00:00  PM,21.056,0.3300,30.976,47.700
747,09/23/17 05:00:00  PM,21.103,0.3308,30.773,49.300
748,09/23/17 06:00:00  PM,21.103,0.3308,28.568,55.700
749,09/23/17 07:00:00  PM,21.032,0.3308,25.453,68.000
750,09/23/17 08:00:00  PM,20.793,0.3308,23.545,78.400
751,09/23/17 09:00:00  PM,20.484,0.3308,22.513,84.700
752,09/23/17 10:00:00  PM,20.150,0.3308,21.867,86.900
753,09/23/17 11:00:00  PM,19.865,0.3308,21.533,87.500
754,09/24/17 12:00:00  AM,19.579,0.3308,21.270,88.200
755,09/24/17 01:00:00  AM,19.341,0.3308,20.817,89.700
756,09/24/17 02:00:00  AM,19.127,0.3308,20.293,91.500
757,09/24/17 03:00:00  AM,18.913,0.3300,19.817,92.900
758,09/24/17 04:00:00  AM,18.723,0.3300,19.484,93.800
759,09/24/17 05:00:00  AM,18.557,0.3300,19.199,94.400
760,09/24/17 06:00:00  AM,18.366,0.3300,18.794,94.900
761,09/24/17 07:00:00  AM,18.224,0.3300,18.438,95.400
762,09/24/17 08:00:00  AM,18.081,0.3300,19.151,95.800
763,09/24/17 09:00:00  AM,18.057,0.3300,21.413,95.900
764,09/24/17 10:00:00  AM,18.224,0.3308,25.016,94.900
765,09/24/17 11:00:00  AM,18.604,0.3300,29.765,74.600
766,09/24/17 12:00:00  PM,19.127,0.3308,29.966,60.600
767,09/24/17 01:00:00  PM,19.865,0.3315,33.704,56.300
768,09/24/17 02:00:00  PM,21.390,0.3315,32.278,52.400
769,09/24/17 03:00:00  PM,22.202,0.3315,31.996,52.100
770,09/24/17 04:00:00  PM,22.369,0.3322,30.773,53.400
771,09/24/17 05:00:00  PM,22.345,0.3329,29.740,56.200
772,09/24/17 06:00:00  PM,22.202,0.3329,28.320,59.000
773,09/24/17 07:00:00  PM,21.963,0.3329,25.914,64.600
774,09/24/17 08:00:00  PM,21.628,0.3322,23.954,72.200
775,09/24/17 09:00:00  PM,21.223,0.3322,22.657,79.100
776,09/24/17 10:00:00  PM,20.841,0.3315,21.843,83.800
777,09/24/17 11:00:00  PM,20.484,0.3315,21.318,87.000
778,09/25/17 12:00:00  AM,20.174,0.3315,20.936,88.600
779,09/25/17 01:00:00  AM,19.888,0.3315,20.341,90.100
780,09/25/17 02:00:00  AM,19.627,0.3315,20.126,91.900
781,09/25/17 03:00:00  AM,19.413,0.3308,19.579,93.100
782,09/25/17 04:00:00  AM,19.199,0.3308,19.484,93.900
783,09/25/17 05:00:00  AM,18.985,0.3308,19.151,94.400
