"Plot Title: forest"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 2252216, SEN S/N: 2012386)","Temp, °C (LGR S/N: 2252216, SEN S/N: 2226786)","Temp, °C (LGR S/N: 2252216, SEN S/N: 2229654)","RH, % (LGR S/N: 2252216, SEN S/N: 2229654)"
270,09/03/17 09:00:00  PM,0.1368,15.127,17.391,81.600
271,09/03/17 10:00:00  PM,0.1332,15.151,15.461,86.400
272,09/03/17 11:00:00  PM,0.1303,15.151,16.177,87.800
273,09/04/17 12:00:00  AM,0.1274,15.151,15.986,88.100
274,09/04/17 01:00:00  AM,0.1245,15.151,15.891,87.900
275,09/04/17 02:00:00  AM,0.1216,15.127,15.843,87.500
276,09/04/17 03:00:00  AM,0.1187,15.103,15.629,86.600
277,09/04/17 04:00:00  AM,0.1165,15.079,15.557,86.900
278,09/04/17 05:00:00  AM,0.1136,15.055,15.223,87.700
279,09/04/17 06:00:00  AM,0.1114,15.031,14.745,89.800
280,09/04/17 07:00:00  AM,0.1092,15.008,14.433,92.200
281,09/04/17 08:00:00  AM,0.1071,14.984,15.199,94.200
282,09/04/17 09:00:00  AM,0.1049,14.984,17.867,90.200
283,09/04/17 10:00:00  AM,0.1020,15.031,20.174,83.300
284,09/04/17 11:00:00  AM,0.0983,15.127,22.393,79.600
285,09/04/17 12:00:00  PM,0.0933,15.270,23.809,74.000
286,09/04/17 01:00:00  PM,0.0882,15.461,24.726,69.300
287,09/04/17 02:00:00  PM,0.0831,15.676,25.258,62.600
288,09/04/17 03:00:00  PM,0.0773,15.867,25.331,62.900
289,09/04/17 04:00:00  PM,0.0729,16.034,25.501,61.200
290,09/04/17 05:00:00  PM,0.0678,16.153,25.258,57.200
291,09/04/17 06:00:00  PM,0.0642,16.272,25.210,57.000
292,09/04/17 07:00:00  PM,0.0620,16.344,23.064,67.600
293,09/04/17 08:00:00  PM,0.0598,16.415,20.365,76.600
294,09/04/17 09:00:00  PM,0.0555,16.487,19.080,92.500
295,09/04/17 10:00:00  PM,0.0555,16.558,18.652,96.300
296,09/04/17 11:00:00  PM,0.0700,16.558,17.320,95.400
297,09/05/17 12:00:00  AM,0.0802,16.558,15.915,91.000
298,09/05/17 01:00:00  AM,0.0853,16.439,15.438,91.200
299,09/05/17 02:00:00  AM,0.0889,16.320,15.031,91.700
300,09/05/17 03:00:00  AM,0.0904,16.201,14.361,92.500
301,09/05/17 04:00:00  AM,0.0911,16.106,13.834,93.900
302,09/05/17 05:00:00  AM,0.0918,15.986,13.449,94.900
303,09/05/17 06:00:00  AM,0.0918,15.891,13.112,95.600
304,09/05/17 07:00:00  AM,0.0911,15.772,12.968,96.200
305,09/05/17 08:00:00  AM,0.0904,15.676,13.112,96.800
306,09/05/17 09:00:00  AM,0.0896,15.581,14.529,97.000
307,09/05/17 10:00:00  AM,0.0882,15.533,15.772,93.000
308,09/05/17 11:00:00  AM,0.0867,15.533,17.558,89.300
309,09/05/17 12:00:00  PM,0.0838,15.581,18.794,81.100
310,09/05/17 01:00:00  PM,0.0802,15.676,19.603,78.300
311,09/05/17 02:00:00  PM,0.0758,15.772,18.533,76.400
312,09/05/17 03:00:00  PM,0.0722,15.843,18.390,82.400
313,09/05/17 04:00:00  PM,0.0686,15.891,19.222,80.300
314,09/05/17 05:00:00  PM,0.0649,15.915,19.793,70.800
315,09/05/17 06:00:00  PM,0.0613,15.963,19.888,68.400
316,09/05/17 07:00:00  PM,0.0591,15.963,18.937,68.000
317,09/05/17 08:00:00  PM,0.0569,15.939,16.392,72.100
318,09/05/17 09:00:00  PM,0.0555,15.915,16.392,75.200
319,09/05/17 10:00:00  PM,0.0548,15.867,15.270,76.400
320,09/05/17 11:00:00  PM,0.0540,15.772,13.305,82.500
321,09/06/17 12:00:00  AM,0.0526,15.700,12.534,88.900
322,09/06/17 01:00:00  AM,0.0519,15.581,12.775,89.500
323,09/06/17 02:00:00  AM,0.0519,15.461,12.751,90.100
324,09/06/17 03:00:00  AM,0.0511,15.366,12.050,91.000
325,09/06/17 04:00:00  AM,0.0504,15.270,12.316,91.600
326,09/06/17 05:00:00  AM,0.0497,15.199,11.273,91.400
327,09/06/17 06:00:00  AM,0.0490,15.079,10.785,93.100
328,09/06/17 07:00:00  AM,0.0490,14.984,10.541,93.500
329,09/06/17 08:00:00  AM,0.0482,14.864,11.175,93.100
330,09/06/17 09:00:00  AM,0.0475,14.745,12.485,89.800
331,09/06/17 10:00:00  AM,0.0468,14.697,15.223,84.600
332,09/06/17 11:00:00  AM,0.0453,14.697,17.011,76.200
333,09/06/17 12:00:00  PM,0.0431,14.768,18.533,68.200
334,09/06/17 01:00:00  PM,0.0410,14.888,18.985,64.700
335,09/06/17 02:00:00  PM,0.0388,15.008,18.533,64.500
336,09/06/17 03:00:00  PM,0.0366,15.103,19.651,66.100
337,09/06/17 04:00:00  PM,0.0352,15.199,19.127,63.800
338,09/06/17 05:00:00  PM,0.0330,15.270,18.794,63.900
339,09/06/17 06:00:00  PM,0.0315,15.342,18.271,66.000
340,09/06/17 07:00:00  PM,0.0308,15.390,18.010,65.400
341,09/06/17 08:00:00  PM,0.0308,15.438,16.773,69.800
342,09/06/17 09:00:00  PM,0.0301,15.438,16.796,70.500
343,09/06/17 10:00:00  PM,0.0301,15.438,15.581,77.500
344,09/06/17 11:00:00  PM,0.0301,15.390,14.816,82.400
345,09/07/17 12:00:00  AM,0.0301,15.342,13.978,84.300
346,09/07/17 01:00:00  AM,0.0293,15.270,13.570,86.400
347,09/07/17 02:00:00  AM,0.0293,15.175,13.281,86.600
348,09/07/17 03:00:00  AM,0.0293,15.103,12.316,88.000
349,09/07/17 04:00:00  AM,0.0293,15.008,11.053,89.500
350,09/07/17 05:00:00  AM,0.0293,14.888,10.785,91.700
351,09/07/17 06:00:00  AM,0.0293,14.792,10.858,91.900
352,09/07/17 07:00:00  AM,0.0293,14.673,10.614,91.600
353,09/07/17 08:00:00  AM,0.0293,14.577,10.834,92.100
354,09/07/17 09:00:00  AM,0.0293,14.481,13.594,90.800
355,09/07/17 10:00:00  AM,0.0286,14.457,15.676,82.200
356,09/07/17 11:00:00  AM,0.0279,14.481,17.177,75.600
357,09/07/17 12:00:00  PM,0.0279,14.529,15.724,79.100
358,09/07/17 01:00:00  PM,0.0279,14.601,14.673,85.200
359,09/07/17 02:00:00  PM,0.0272,14.625,16.606,78.100
360,09/07/17 03:00:00  PM,0.0264,14.673,17.867,72.500
361,09/07/17 04:00:00  PM,0.0257,14.697,16.582,67.400
362,09/07/17 05:00:00  PM,0.0250,14.697,16.749,69.900
363,09/07/17 06:00:00  PM,0.0243,14.673,14.697,73.500
364,09/07/17 07:00:00  PM,0.0243,14.649,14.864,75.600
365,09/07/17 08:00:00  PM,0.0243,14.601,14.337,77.200
366,09/07/17 09:00:00  PM,0.0243,14.553,13.858,80.300
367,09/07/17 10:00:00  PM,0.0243,14.505,13.185,82.200
368,09/07/17 11:00:00  PM,0.0243,14.457,12.340,83.200
369,09/08/17 12:00:00  AM,0.0243,14.409,11.759,88.100
370,09/08/17 01:00:00  AM,0.0235,14.337,11.783,90.000
371,09/08/17 02:00:00  AM,0.0243,14.290,12.534,89.600
372,09/08/17 03:00:00  AM,0.0243,14.242,12.630,86.000
373,09/08/17 04:00:00  AM,0.0235,14.170,12.001,86.800
374,09/08/17 05:00:00  AM,0.0235,14.122,11.832,87.100
375,09/08/17 06:00:00  AM,0.0235,14.074,11.540,86.900
376,09/08/17 07:00:00  AM,0.0243,14.002,11.127,88.300
377,09/08/17 08:00:00  AM,0.0235,13.954,11.807,89.300
378,09/08/17 09:00:00  AM,0.0235,13.906,12.389,87.200
379,09/08/17 10:00:00  AM,0.0243,13.882,13.882,84.100
380,09/08/17 11:00:00  AM,0.0235,13.882,15.103,80.400
381,09/08/17 12:00:00  PM,0.0235,13.930,13.882,77.700
382,09/08/17 01:00:00  PM,0.0228,14.002,15.819,79.000
383,09/08/17 02:00:00  PM,0.0228,14.050,13.930,82.100
384,09/08/17 03:00:00  PM,0.0228,14.122,15.629,85.400
385,09/08/17 04:00:00  PM,0.0221,14.170,16.201,73.900
386,09/08/17 05:00:00  PM,0.0214,14.218,16.201,69.200
387,09/08/17 06:00:00  PM,0.0214,14.266,15.843,67.600
388,09/08/17 07:00:00  PM,0.0206,14.266,14.242,68.800
389,09/08/17 08:00:00  PM,0.0214,14.218,12.992,70.300
390,09/08/17 09:00:00  PM,0.0206,14.146,12.461,74.300
391,09/08/17 10:00:00  PM,0.0206,14.074,11.540,80.700
392,09/08/17 11:00:00  PM,0.0206,14.002,10.516,85.600
393,09/09/17 12:00:00  AM,0.0206,13.930,9.312,88.300
